1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;;;;;;;;;;;;;;;
-1.197365452;-1.05252242;-1.998500245;-2.210010688;-1.49716241;-1.258068811;-1.501235808;-1.618859565;-0.485143942;-0.942528516;-0.792596276;-0.85817526;-1.320056527;-0.956070609;-0.406343962;-1.206412328;-0.39552334;-0.876975741;-0.610324555;-0.717780388;-0.880470633;;;;;;;;;;;;;;;
-2.419389885;-2.355348446;-3.08369895;-3.147375648;-3.265575212;-1.798047415;-2.206924304;-3.722716088;-1.213345731;-1.78919993;-1.020794508;-1.277958751;-2.440096925;-1.644046938;-0.660935295;-2.449847897;-1.018992921;-1.427066553;-0.65543757;-1.075724085;-1.416420574;;;;;;;;;;;;;;;
-3.028651317;-2.74334957;-3.718460354;-3.893999573;-3.425185962;-2.795485975;-3.462185889;-3.804846405;-2.003985037;-2.706628555;-2.9301333;-1.770674739;-3.299562277;-2.963666057;-1.327348388;-3.020293282;-1.569418433;-2.38353251;-2.779987043;-2.327204749;-2.572910636;;;;;;;;;;;;;;;
-0.472919563;-0.875105637;-0.405348335;-0.884291043;-0.399664509;-0.33379887;-0.802910966;-0.657779415;-1.035501892;-0.211806313;-0.097915348;-0.54352861;-0.751309408;-1.006168461;-0.447624849;-0.330962742;-0.097509708;-0.357254341;-0.139891584;-0.190059542;-0.325290597;;;;;;;;;;;;;;;
-4.564147613;-3.495666406;-4.189717486;-4.692763923;-3.450868949;-3.149012878;-3.383634807;-4.630212934;-3.339607443;-3.736974657;-3.666455441;-2.208362546;-4.334820528;-3.91413025;-1.740408462;-3.283798145;-1.733849696;-3.10064722;-2.59319547;-2.428256317;-3.068352746;;;;;;;;;;;;;;;
-1.302880224;-1.065441744;-1.736610355;-2.020206841;-1.620572296;-1.159006863;-1.60785028;-1.585204204;-0.419962525;-0.929594399;-0.315917451;-0.6861547;-1.116185931;-1.152046064;-0.483324652;-0.706496243;-0.582737634;-0.644399614;-0.881864104;-0.76161042;-0.994462892;;;;;;;;;;;;;;;
-0.045181148;-0.247686123;-0.065337879;-0.135792168;-0.204053592;-0.076754141;-0.174000726;-0.065748759;-0.134027454;-0.047631667;-0.003068679;-0.097261642;-0.131811514;-0.121941646;-0.129218472;-0.035124672;-0.020620191;-0.011380645;-0.01315507;-0.038045739;-0.042955524;;;;;;;;;;;;;;;
-0.03986472;-0.097465404;-0.073405521;-0.133378217;-0.161544769;-0.038336569;-0.129988091;-0.077325176;-0.061960979;-0.030593748;-0.012735483;-0.078737894;-0.089206478;-0.110787574;-0.175829675;-0.024501043;-0.01563119;-0.031372979;-0.020515056;-0.05536578;-0.028709153;;;;;;;;;;;;;;;
-1.879010361;-2.204544195;-2.843507081;-3.098452538;-2.795228227;-2.232791294;-2.896402696;-2.93159875;-1.658680968;-2.687106894;-2.180317253;-1.242648573;-2.652187022;-2.516967208;-0.887898153;-2.314131115;-1.909097225;-2.038575829;-2.008344392;-1.884116867;-2.322614783;;;;;;;;;;;;;;;
-0.045195672;-0.343445749;-0.08246058;-0.54228177;-0.397323045;-0.143406555;-0.417614602;-0.215801569;-0.178071203;-0.090040035;-0.027342879;-0.114095109;-0.18473063;-0.272325153;-0.142681584;-0.074593457;-0.036765154;-0.054809762;-0.069331888;-0.136912654;-0.133659088;;;;;;;;;;;;;;;
-2.360268829;-2.508454204;-3.582949231;-3.919770999;-3.521429658;-3.206435566;-2.618134479;-3.544048123;-1.631703199;-2.05380411;-1.486737001;-1.370400389;-3.023729643;-2.201885221;-0.864545209;-2.267198616;-1.024761665;-1.473654953;-1.290707974;-1.43197304;-1.52227853;;;;;;;;;;;;;;;
-0.051024099;-0.188890967;-0.046447174;-0.150269861;-0.295581938;-0.044979207;-0.145715494;-0.119805869;-0.01400733;-0.030209585;-0.004387122;-0.061104132;-0.085217021;-0.096691202;-0.124546651;-0.075608031;-0.016077809;-0.012163759;-0.010451974;-0.027664537;-0.015191297;;;;;;;;;;;;;;;
-0.543276514;-1.08442183;-0.69684859;-1.834106957;-1.537124052;-0.755030713;-1.084970675;-0.803885935;-0.890791735;-1.088528813;-0.417890334;-0.414516907;-1.060006699;-0.965904068;-0.559681489;-0.650606126;-0.384202045;-0.836391515;-0.403614263;-0.746849481;-0.671874637;;;;;;;;;;;;;;;
-0.218463792;-0.532932503;-0.437103179;-1.051647435;-1.197121151;-0.644960163;-0.693392681;-0.495877157;-0.222898922;-0.578449686;-0.106069018;-0.259992477;-0.470081881;-0.3920495;-0.335945177;-0.250783542;-0.469771537;-0.236134836;-0.348865591;-0.213435404;-0.156385642;;;;;;;;;;;;;;;
-0.217536392;-0.116707843;-0.361057783;-0.650562812;-0.496750384;-0.386939349;-0.396149331;-0.390096082;-0.1460973;-0.414257851;-0.072258049;-0.170053948;-0.469138952;-0.4557837;-0.295758459;-0.260031008;-0.139561129;-0.229191694;-0.296125738;-0.177772242;-0.25159226;;;;;;;;;;;;;;;
-0.325304453;-0.561041954;-0.345563383;-0.851294048;-0.704192865;-0.317428393;-0.473100917;-0.493248968;-0.520711279;-0.3995946;-0.100453693;-0.194762353;-0.619802513;-0.406648975;-0.157924621;-0.314817966;-0.084471375;-0.218148548;-0.203724355;-0.211903462;-0.267681393;;;;;;;;;;;;;;;
-0.069705244;-0.19252603;-0.176443161;-0.280565706;-0.416842423;-0.177445996;-0.414589698;-0.18261694;-0.052029721;-0.117949766;-0.016041135;-0.199819247;-0.266168474;-0.132972111;-0.235434599;-0.100492712;-0.072881069;-0.055927909;-0.039365915;-0.133630547;-0.042621544;;;;;;;;;;;;;;;
-3.970289506;-3.169800471;-4.003314144;-3.979923667;-2.840258552;-2.774941202;-2.776875833;-3.964397953;-2.647591358;-3.019422629;-3.136393847;-1.888449689;-3.682111935;-3.463960924;-1.257990775;-2.761080293;-0.961046842;-2.55431812;-2.269322715;-1.927284925;-2.575572428;;;;;;;;;;;;;;;
-4.004825032;-2.751542976;-4.189314612;-4.157116883;-3.199150818;-3.13106055;-3.285497033;-4.225080924;-3.063936386;-3.325828827;-3.496469972;-1.961907966;-4.320573714;-3.868033259;-1.710887083;-3.23618896;-1.39210448;-3.052077044;-2.266153646;-2.041459604;-2.816449071;;;;;;;;;;;;;;;
-0.211385503;-0.640673348;-0.239945139;-0.697693754;-0.667901953;-0.285264091;-0.41195485;-0.40360613;-0.222427601;-0.266001133;-0.033367859;-0.200238083;-0.442330369;-0.394013838;-0.278875217;-0.13904852;-0.097838528;-0.128229385;-0.125020254;-0.082872148;-0.166664398;;;;;;;;;;;;;;;
-1.758621269;-1.694111326;-2.617229258;-2.506366624;-2.210115242;-1.640632292;-1.464053731;-2.245379238;-1.108952842;-1.682712023;-1.037715146;-1.019733279;-2.389453011;-1.460869589;-0.703342128;-2.215555475;-0.547415996;-1.114224888;-0.701546029;-1.000515865;-1.321490906;;;;;;;;;;;;;;;
-3.573148544;-2.913316934;-3.951386775;-4.548283875;-3.621032603;-3.247452388;-3.304912663;-4.114139587;-3.129942375;-3.90029843;-3.60435127;-1.9536098;-4.007041409;-3.749735932;-1.667337057;-3.393541128;-1.937896537;-3.018069447;-3.656239542;-2.736352008;-3.229021629;;;;;;;;;;;;;;;
-3.430507116;-2.592801659;-4.280941819;-4.62093472;-4.199524298;-3.244377741;-3.677099245;-4.243204484;-2.163272046;-3.015559106;-2.967575247;-1.956522929;-3.32250766;-2.990852788;-1.475796623;-3.433136694;-2.516106599;-2.42876175;-3.209543451;-3.187487543;-3.26517972;;;;;;;;;;;;;;;
-1.346042752;-2.147739364;-1.430564327;-2.147243631;-1.804806077;-1.345656767;-1.481404863;-1.541825677;-1.778381237;-1.326929422;-0.550744454;-0.873582378;-2.18880047;-1.787707459;-0.781246644;-0.867144115;-0.395124364;-0.790925336;-0.651992026;-0.624978118;-1.024462433;;;;;;;;;;;;;;;
-2.177584928;-2.896802704;-2.024055132;-2.618058061;-2.256633724;-1.732079996;-2.427530431;-2.655703798;-1.611076965;-2.152036828;-0.764037657;-1.875727517;-2.625505392;-2.222853754;-1.344628636;-1.21317263;-0.417032406;-1.071704234;-0.835564951;-0.7418586;-0.997372219;;;;;;;;;;;;;;;
-4.021624622;-3.55195158;-3.133353677;-3.464806611;-2.585437247;-2.26326098;-2.908350003;-3.650113729;-2.398689947;-3.367230995;-2.069363317;-2.003862691;-2.915711415;-4.177599688;-1.601313174;-1.83632798;-1.002253668;-1.862848725;-1.819743721;-1.76244278;-1.956262876;;;;;;;;;;;;;;;
-0.419873523;-0.92053108;-0.832648681;-1.75921714;-1.751795128;-0.925610505;-1.215555703;-1.285994616;-0.404702658;-0.701016023;-0.127534659;-0.585671555;-1.102744177;-1.015951796;-0.417295839;-0.434146022;-0.524008991;-0.396100093;-0.195547092;-0.366095504;-0.527814146;;;;;;;;;;;;;;;
-2.474790709;-2.367946326;-2.585857863;-3.066097005;-2.624452925;-1.998603442;-2.147906462;-2.962844144;-2.083397864;-2.116573647;-2.148650761;-2.153453073;-2.766712482;-2.274853441;-0.968611803;-2.85837712;-0.851676164;-1.763525707;-1.593242233;-1.293781807;-1.877814946;;;;;;;;;;;;;;;
-0.065096321;-0.072207985;-0.068336371;-0.20150927;-0.178391681;-0.059209071;-0.114283929;-0.044803254;-0.05403188;-0.041049281;-0.011161167;-0.048125688;-0.059408044;-0.108065877;-0.22438914;-0.029530668;-0.051733196;-0.02327076;-0.028509683;-7.74E-02;-7.68E-02;;;;;;;;;;;;;;;
-1.493200686;-1.859485675;-1.361549998;-2.267655916;-1.311520719;-1.246317359;-1.905172862;-1.528544345;-1.404822125;-0.904974531;-0.396229654;-1.16835882;-2.13436223;-2.206907403;-1.130761302;-0.697520895;-0.287828366;-0.435518994;-0.541791793;-0.423543851;-0.491085133;;;;;;;;;;;;;;;
-0.25035779;-0.403136589;-0.381366222;-0.533012065;-0.479892052;-0.215890851;-0.422630943;-0.405447774;-0.306810177;-0.210660816;-0.070874614;-0.201507645;-0.437780003;-0.395106018;-0.432460694;-0.216283308;-0.058775719;-0.058439005;-0.093959934;-0.103797083;-0.164844011;;;;;;;;;;;;;;;
-0.260021708;-0.750754179;-0.900421317;-0.941639788;-0.912390498;-0.573106931;-0.559690149;-0.567930319;-0.264903472;-0.317319532;-0.05143802;-0.246473727;-0.598312538;-0.560539727;-0.344279106;-0.276788256;-0.227477555;-0.22041572;-0.109470766;-0.176949606;-0.177116341;;;;;;;;;;;;;;;
-1.975890545;-2.567741531;-3.206286093;-3.918120224;-2.999754547;-2.371345024;-3.151331441;-3.156076635;-2.124312967;-3.053960167;-2.270812315;-1.901478727;-3.106158577;-2.405063656;-1.236401774;-2.642199999;-1.442772856;-2.74556362;-2.36834011;-2.04729474;-2.515377537;;;;;;;;;;;;;;;
-0.10120797;-0.483359462;-0.269850924;-0.507864151;-0.461446136;-0.316817135;-0.396058433;-0.280128733;-0.161286104;-0.136058827;-0.035346913;-0.243627661;-0.160875229;-0.291600811;-0.301151092;-0.16075852;-0.02873938;-0.130394299;-0.105546288;-0.197715037;-0.048416782;;;;;;;;;;;;;;;
-3.430631576;-3.105064717;-3.577530378;-4.306429487;-4.410716265;-2.880180521;-3.046793599;-4.220586507;-2.676356929;-3.241998064;-3.293309987;-1.96851109;-4.065936531;-3.321641795;-1.398226041;-3.946111562;-1.924116578;-3.031148916;-3.069545659;-2.385568903;-3.003233929;;;;;;;;;;;;;;;
-0.040686049;-0.149514903;-0.041126892;-0.126151693;-0.201665899;-0.082452648;-0.10776456;-0.017875915;-0.035026199;-0.041030043;-7.07255E-05;-0.086342351;-0.029711447;-0.090377868;-0.136411878;-0.054603696;-0.008905652;-0.01884564;-0.007669698;-0.018060942;-0.015428687;;;;;;;;;;;;;;;
-0.385878858;-0.637539851;-0.200433079;-0.810217001;-0.416224882;-0.462258163;-0.456744134;-0.448207394;-0.266585818;-0.221988638;-0.026186037;-0.561636997;-0.48057279;-0.494435247;-0.315552316;-0.125809366;-0.155998215;-0.060526668;-0.053469117;-0.152332781;-0.121575843;;;;;;;;;;;;;;;
-1.118840991;-1.759180963;-1.206903535;-1.998489575;-2.132738158;-1.024394364;-1.561571759;-2.653763277;-0.77256382;-1.326072349;-0.327294985;-0.965357902;-1.525513472;-1.781967866;-0.722617827;-0.696551784;-0.410022443;-0.61925849;-0.578524538;-0.659412224;-0.621469293;;;;;;;;;;;;;;;
-0.39350202;-0.663711646;-0.826662768;-1.445834763;-0.986222669;-1.118170992;-0.790008851;-1.20461618;-0.336301932;-0.660544715;-0.217811441;-0.345699397;-0.698007238;-0.502774932;-0.280048558;-0.696779303;-0.577666497;-0.311800264;-0.286645181;-0.646723569;-0.383913333;;;;;;;;;;;;;;;
-0.030107203;-0.06394047;-0.026161136;-0.149628408;-0.142661945;-0.104027811;-0.132580219;-0.053421643;-0.037523989;-0.034098481;-0.005172788;-0.105069035;-0.03463686;-0.06232279;-0.107332663;-0.009791337;-0.009267536;-0.017072743;-0.010204968;-0.05606316;-0.051545466;;;;;;;;;;;;;;;
-0.631651804;-0.989080035;-0.798120333;-1.197665286;-0.916584823;-0.498070548;-1.097548932;-0.705534165;-0.490788097;-0.443313523;-0.112115431;-0.612685411;-0.482612371;-0.875462699;-0.536469943;-0.30906095;-0.186635451;-0.245794453;-0.158161743;-0.263659538;-0.163445685;;;;;;;;;;;;;;;
-0.060433029;-0.258324381;-0.262150199;-0.427446566;-0.233827623;-0.168546217;-0.281612391;-0.131714213;-0.037558332;-0.086217021;-0.018641111;-0.169638112;-0.158631437;-0.175365558;-0.214197134;-0.06847411;-0.059063055;-0.042978229;-0.023849525;-0.100861077;-0.050314492;;;;;;;;;;;;;;;
-4.214304572;-3.454377312;-3.513738051;-3.958222604;-3.220497639;-2.842189423;-2.884594792;-4.880947013;-2.372468327;-3.309197571;-2.542299624;-1.848451854;-3.81849349;-3.015059466;-1.352866223;-3.421055286;-1.439061073;-2.093634314;-1.775494725;-1.436564578;-2.374173513;;;;;;;;;;;;;;;
-0.08003998;-0.450360815;-0.156444753;-0.367941543;-0.300132583;-0.246770582;-0.206157734;-0.128947032;-0.168342708;-0.127554517;-0.027641445;-0.121433811;-0.157966641;-0.368913952;-0.208164093;-0.062932933;-0.044221889;-0.071847278;-0.092242697;-0.121381466;-0.17855606;;;;;;;;;;;;;;;
-4.077137418;-3.216646297;-3.993374632;-4.523458427;-3.138491916;-2.850316805;-3.115451922;-4.233960663;-3.010196071;-3.427946378;-3.436673862;-1.913002514;-4.143458357;-3.518512774;-1.423407935;-2.917462095;-1.180881306;-3.019768341;-2.088490778;-2.116832005;-2.800705059;;;;;;;;;;;;;;;
-0.874539348;-1.733028823;-1.23621041;-2.504725053;-1.502617699;-1.2172238;-1.570896975;-1.876588973;-1.205148822;-1.407486078;-0.342913165;-1.022639006;-2.67774881;-1.577276958;-0.825721058;-0.914170553;-0.537766651;-0.649768873;-0.456144048;-0.486187138;-0.777141735;;;;;;;;;;;;;;;
-0.041969945;-0.247494607;-0.055480822;-0.253111144;-0.251634753;-0.094939288;-0.204278209;-0.100224747;-0.087621584;-0.071947077;-0.016545009;-0.091836982;-0.245308262;-0.085986813;-0.227295724;-0.022068368;-0.04243797;-0.030076763;-0.048927676;-0.02507604;-0.065052064;;;;;;;;;;;;;;;
-2.549600713;-2.435368121;-3.467639202;-4.14669058;-4.024609687;-2.561751909;-2.783249656;-3.796905952;-2.131221503;-2.913521453;-2.808700006;-1.595806433;-3.51365818;-2.853629523;-0.984091259;-3.777362037;-1.610357801;-2.087387935;-2.059190612;-1.823204552;-2.641340207;;;;;;;;;;;;;;;
-0.021553217;-0.094486932;-0.022840959;-0.160103828;-0.180298535;-4.45E-02;-0.091971044;-0.039342832;-4.70E-02;-0.017308008;-7.42567E-05;-0.025406464;-0.048913526;-0.02078353;-0.102094116;-0.013871471;-0.008919635;-0.005832026;-0.007443623;-0.006157793;-0.01258719;;;;;;;;;;;;;;;
