interval;a5_1@1;a5_1@2;a5_1@3;a5_1@4;a5_1@5;a5_1@6;a5_1@7;a5_1@8;a5_1@9;a5_1@10;a51_1@1;a51_1@2;a51_1@3;a51_1@4;a51_1@5;a51_1@6;a51_1@7;a51_1@8;a51_1@9;a6from_1;a6to_1;a7_1@1;a7_1@2;a7_1@3;a7_1@4;a7_1@5;a7_1@6;a7_1@8;a7_1@9;a7_1@10;a7_1@11;a7_1@12;a7_1@13;a7_1@14;a7_1@15;a7_1@16;a7_1@17;a7_1@18;a7_1@19;a7_1@20;a7_1@21;a7_1@22;a7_1@23;a7_1@24;a7_1@25;a7_1@7;a7_1@98;a8_1;trip_duration;transport;InterviewID
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4084080
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4084080
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4084234
Morning time;0;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Government institutions;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Employer;31-45 min;7;4084234
Evening time;0;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Government institutions;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Employer;16-30 min;7;4084234
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4084234
Morning time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Education;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;8;4084440
Day time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;8;4084440
Day time;0;0;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;By myself;0;0;0;Home;Nature (parks, countryside);0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Parents;76-90 min;8;4085104
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;76-90 min; ;4085191
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Workplace;Home;There was a need to hurry;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;76-90 min; ;4085191
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4085191
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4085191
Morning time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4085337
Day time;0;Bus;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4085337
Night time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;8;4085443
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Nature (parks, countryside);0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4085443
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4085443
Evening time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Friends/relatives;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;3;4085443
Morning time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4085580
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4085580
Evening time;0;0;0;Bus;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4085580
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;16-30 min;6;4085580
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;Me;16-30 min;6;4085580
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Nature (parks, countryside);There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;Me;106-120 min;6;4085780
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Leisure;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;6;4085780
Night time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4085796
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;Me;31-45 min;1;4085796
Day time;Bus;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Transport hubs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;Me;16-30 min; ;4085796
Day time;0;0;0;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Transport hubs;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;7;4085796
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Transport hubs;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;4;4085796
Evening time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4085796
Night time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;Me;16-30 min;9;4085805
Day time;0;0;Bus;Bus;0;0;0;Bus;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4085805
Day time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;9;4085805
Day time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;61-75 min; ;4085805
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;Me;<=15 min;9;4085805
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;Me;<=15 min;9;4085805
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Home;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours;6;4085808
Morning time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;8;4085823
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4085823
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4085823
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4085823
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4085823
Evening time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Other city;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;8;4085823
Day time;0;0;0;Bus;0;0;0;Bus;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Transport hubs;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4085843
Day time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Leisure;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;4;4085843
Day time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Leisure;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;<=15 min;4;4085843
Evening time;0;0;0;Bus;0;0;0;Bus;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4085843
Evening time;0;0;0;Bus;0;0;0;Bus;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4085843
Evening time;0;0;0;Bus;0;0;0;Bus;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min; ;4085843
Day time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;9;4086021
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;6;4086257
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4086257
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Nature (parks, countryside);Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;More than 2 hours;6;4086268
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min;6;4086268
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Nature (parks, countryside);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4086395
Evening time;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Nature (parks, countryside);Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;5;4086395
Day time;0;0;0;Bus;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Kid's education;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4086409
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;Partner;31-45 min;6;4086409
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;6;4086421
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;46-60 min;6;4086421
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Other;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;76-90 min;6;4086421
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4086421
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4086421
Day time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4086503
Day time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Government institutions;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4086503
Morning time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;Me;More than 2 hours; ;4086540
Morning time;0;0;0;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;Me;More than 2 hours; ;4086540
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Employer;46-60 min; ;4086540
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4086540
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Client meeting;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4086540
Evening time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;More than 2 hours;8;4086540
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4086643
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;31-45 min; ;4086643
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;31-45 min; ;4086643
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;31-45 min; ;4086643
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4086694
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4086694
Day time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4086694
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;6;4086694
Morning time;0;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Employer;<=15 min;7;4086725
Evening time;0;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Friends/relatives;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Employer;<=15 min;7;4086725
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;46-60 min; ;4086802
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min; ;4086802
Morning time;0;0;Bus;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;106-120 min; ;4086815
Morning time;0;0;Bus;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Workplace;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4086815
Morning time;0;0;Bus;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Friends/relatives;Workplace;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4086815
Evening time;0;0;Bus;Bus;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Friends/relatives;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;106-120 min; ;4086815
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4086815
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4086815
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;2;4086840
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;2;4086840
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Home;Workplace;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4086916
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4086916
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;76-90 min; ;4087100
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;Me;46-60 min;1;4087186
