interval;a5_1@1;a5_1@2;a5_1@3;a5_1@4;a5_1@5;a5_1@6;a5_1@7;a5_1@8;a5_1@9;a5_1@10;a51_1@1;a51_1@2;a51_1@3;a51_1@4;a51_1@5;a51_1@6;a51_1@7;a51_1@8;a51_1@9;a6from_1;a6to_1;a7_1@1;a7_1@2;a7_1@3;a7_1@4;a7_1@5;a7_1@6;a7_1@8;a7_1@9;a7_1@10;a7_1@11;a7_1@12;a7_1@13;a7_1@14;a7_1@15;a7_1@16;a7_1@17;a7_1@18;a7_1@19;a7_1@20;a7_1@21;a7_1@22;a7_1@23;a7_1@24;a7_1@25;a7_1@7;a7_1@98;a8_1;trip_duration;transport;InterviewID
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Workplace;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4072564
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;2;4072564
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;2;4072564
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4072589
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;4;4072589
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;46-60 min;2;4072591
Day time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;46-60 min;2;4072591
Morning time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;8;4072596
Evening time;0;0;0;0;0;0;0;Bus;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;8;4072596
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4072602
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4072602
Morning time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;61-75 min; ;4072605
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4072605
Evening time;Bus;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;91-105 min; ;4072605
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;16-30 min;4;4072605
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4072605
Morning time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072620
Morning time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072620
Evening time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072620
Evening time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072620
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4072678
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4072678
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4072678
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Government institutions;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4072678
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4072678
Night time;0;Bus;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Education;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072717
Morning time;0;Bus;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072717
Morning time;0;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Education;Leisure;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;31-45 min;4;4072717
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Government institutions;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4072717
Day time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Government institutions;Education;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min;3;4072717
Day time;0;Bus;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Education;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min; ;4072717
Day time;0;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;16-30 min;2;4072717
Evening time;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;3;4072717
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;16-30 min;9;4072717
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Government institutions;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4072732
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;16-30 min;6;4072732
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Partner;31-45 min;6;4072732
Morning time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;Me;<=15 min;1;4072753
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4072753
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;76-90 min;6;4072754
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;91-105 min;6;4072754
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;46-60 min;4;4072766
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;46-60 min;4;4072766
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Leisure;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;31-45 min;4;4072766
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;6;4072816
Day time;0;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Client meeting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;Employer;76-90 min;7;4072816
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;6;4072816
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Leisure;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;Me;76-90 min;6;4072826
Day time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Leisure;Home;0;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min;6;4072826
Evening time;0;0;Bus;0;0;0;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Friends/relatives;Friends/relatives;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;Me;61-75 min;3;4072826
Evening time;0;0;0;0;0;0;0;0;Bus;0;0;By myself;By myself;0;0;0;0;0;0;Friends/relatives;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;Me;31-45 min;9;4072826
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;<=15 min;1;4072862
Day time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;16-30 min;6;4072862
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;4;4072866
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;46-60 min; ;4072866
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Client meeting;There was a need to hurry;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;4;4072866
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;4;4072916
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;4;4072916
Morning time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4072983
Morning time;0;0;Bus;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4072983
Day time;0;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Client meeting;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Employer;46-60 min;7;4072983
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4072983
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;76-90 min; ;4072983
Day time;Bus;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Education;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4072984
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4072984
Day time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;1;4072984
Evening time;Bus;0;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;76-90 min; ;4072984
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Transport hubs;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;1;4072984
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;6;4072997
Evening time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;Me;31-45 min;6;4072997
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4073018
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;There was a need to hurry;0;Me;31-45 min;4;4073018
Evening time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4073018
Morning time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;2;4073032
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Partner;<=15 min;6;4073032
Morning time;0;0;0;Bus;0;Bus;0;0;0;0;0;0;0;By myself;0;0;0;0;0;Home;Education;0;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Parents;46-60 min; ;4073060
Morning time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Education;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;9;4073060
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;16-30 min;4;4073060
Evening time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;31-45 min;4;4073060
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Transport hubs;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;<=15 min;2;4073060
Morning time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;4;4073070
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;4;4073070
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Leisure;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4073070
Day time;Bus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;By myself;0;Home;Leisure;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4073136
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Leisure;Home;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;<=15 min;1;4073136
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Education;There was a need to hurry;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4073146
Day time;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;Me;46-60 min;4;4073146
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Friends/relatives;0;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;Me;More than 2 hours;1;4073176
Morning time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Friends/relatives;There was a need to hurry;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;Me;31-45 min;1;4073176
Day time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Leisure;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;There was a need to hurry;0;There was a need to hurry;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;0;0;There was a need to hurry;0;Me;76-90 min;1;4073176
Evening time;Bus;0;0;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Home;Transport hubs;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;106-120 min;1;4073176
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;Me;61-75 min;6;4073187
Evening time;0;0;0;0;0;Bus;0;0;0;0;0;0;By myself;0;0;0;0;0;0;Workplace;Home;0;There was a need to hurry;0;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;6;4073187
Morning time;0;0;0;0;0;Bus;0;0;0;0;0;By myself;By myself;0;0;0;0;0;0;Home;Kid's education;0;There was a need to hurry;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Partner;16-30 min;6;4073197
Evening time;0;Bus;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Workplace;Home;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;<=15 min;2;4073197
Day time;0;0;0;0;0;0;0;0;Bus;0;By myself;0;0;0;0;0;0;0;0;Home;Education;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;31-45 min;9;4073202
Evening time;Bus;0;0;0;0;0;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Education;Home;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Me;16-30 min;1;4073202
Morning time;0;0;0;0;0;Bus;0;0;0;0;By myself;0;0;0;0;0;0;0;0;Home;Workplace;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;0;0;0;0;0;0;0;0;0;There was a need to hurry;0;0;0;0;There was a need to hurry;0;Me;16-30 min;6;4073217
Day time;0;0;0;0;0;Bus;0;0;0;0;0;0;0;0;0;0;0;0;By myself;Workplace;Leisure;0;0;There was a need to hurry;There was a need to hurry;0;0;There was a need to hurry;There was a need to hurry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;There was a need to hurry;There was a need to hurry;0;Me;16-30 min;6;4073217
