"Respondent","att1_1","att1_2","att1_3","att1_4","att1_5","att1_6","att1_7","att1_8","att1_9","att1_10","att1_11","att1_12","att1_13","att1_14","att1_15","att1_16","att1_17","att1_18","att1_19","att1_20","att1_21","att1_22","none"
4068838,1.36975084,0.2045571523,1.213593584,-2.403764088,-2.295638496,1.041772478,-4.698056605,-0.9711866377,-0.5305851831,0.862590638,1.187500939,0.2022547712,1.886627315,1.390131827,0.5143681288,0.3386301669,0.3047581987,0.1362264832,1.555627096,-1.796209923,1.739245965,-0.129758348,-2.59579127
4068907,-0.4876651487,0.2357116728,-3.422586017,0.2824855977,-0.3332755978,5.577492165,0.1199636744,3.756180921,1.054271652,-0.3980156099,-0.9953653068,-1.834026738,0.9352936131,-0.7722106967,0.7641754027,-1.011463205,0.1504963594,-0.1764721973,-0.2549301619,-0.3802767895,0.4909359082,-0.2839266211,-0.6067519364
4068934,-5.498211726,-4.815903502,-3.601848588,-5.106776995,-6.006877495,-4.159611112,0.4006833516,-4.730754655,-0.7666737724,2.14573305,4.183413783,-1.369891798,-2.079985913,1.998127728,0.6516455071,0.2126912913,0.7193194821,1.36769787,0.3541065482,2.020237461,1.727617843,2.184839658,-4.824872744
4068936,2.883438133,1.609363463,4.208614465,-3.974823046,-3.943263532,1.627123877,-2.660043975,-0.7271078445,0.8968088583,0.2348306517,0.7263990677,-0.07213364785,1.492016454,1.86665723,1.22331662,0.4662480379,-0.2359295162,0.07752556943,1.192322061,-1.786385412,0.5017334368,0.6643394622,-4.378601624
4068941,5.589365941,3.711190077,-0.9735647303,1.678165313,1.781248363,9.29633327,1.330281555,6.795033425,2.995950154,-1.289748223,-4.606159239,-1.84954032,2.747440833,-1.617609541,0.4887973412,-1.57179745,-0.8099174822,-0.9899607642,-0.547145329,-2.547301361,-0.6127140933,-1.196807888,0.2784761108
4069023,6.201727329,0.1205998964,-0.5994776301,-0.9096203133,1.424741679,5.885977937,-2.508257965,1.993282602,1.876008532,-0.652576388,-2.931105815,-0.5775319403,2.722073815,-0.2923327808,-0.07089616481,-0.5579636386,-0.208498992,-0.3677396511,-0.277149134,-2.123618179,0.4180680628,-1.524663705,2.549273029
4069089,1.230552091,2.959494035,0.467837902,-3.748336223,-4.682146341,2.404835457,2.982680028,2.453500442,3.017873243,-0.3315217936,-0.5215796035,-2.167587904,0.6181755501,0.9746122695,1.523843506,-1.115165226,-0.9317288763,-0.1832660073,0.5077070098,-0.7953968728,-0.4654753536,1.752509881,-5.0988601
4069127,3.812060795,-3.073822704,-0.4220441849,-3.767056804,-4.573791562,-0.006366617999,-2.353698004,-2.399420107,3.264988779,1.023846555,0.1547011012,-0.3550444769,0.3155270133,0.882896706,0.5191535787,-1.017386495,-1.141964558,0.9395197183,0.003228981173,-1.677337197,1.066262558,0.644167119,-1.963857958
4069129,7.489051271,1.795941412,3.04429744,-1.884402019,-0.9645815251,4.40402233,-2.579391745,-0.2638835696,1.259532455,0.2009614455,-1.84519708,0.177764723,2.636916712,0.743250071,-0.05137480424,-0.3087473079,-0.2315833736,-0.474754291,0.3722925614,-3.116638874,0.07743255024,-0.5236375261,-2.207197756
4069149,2.257908313,-0.01531754052,-2.541670961,-1.757014265,-2.953978655,5.788392285,1.016556304,4.148321822,4.689741272,-0.549219715,-1.727851095,-2.112198426,0.9198263899,-0.3774884846,1.726672386,-2.118812523,-1.403355719,-0.217996084,-0.6259857793,-1.778649653,-0.3102753879,0.06880904076,-1.624969883
4069154,-0.930210314,0.5090508341,-1.608792482,-0.9856269251,-2.401698501,2.903849476,-1.726987414,-0.4782568337,-1.211750035,0.8141848412,1.429258507,-0.4195917164,0.6952095981,0.6754589842,0.3636144988,-0.6514742065,1.088891413,-0.3870331886,0.5163654531,-1.361806252,1.045169106,0.3300661924,-4.304694898
4069196,-0.471671612,2.280515752,3.932281399,-3.263524634,-2.569310166,-1.681710443,-4.138896826,-1.114604734,-2.103160042,0.8422556682,2.119618105,0.3775671587,2.051435935,2.42792427,0.4845723677,1.912725596,0.6536956619,0.3239285797,2.912747547,-0.349662762,1.769717588,0.8439533027,-3.750822273
4069258,8.380874249,4.344710616,2.54688326,3.090618706,1.483652143,6.762643003,-0.5721493434,1.532701809,0.3722088284,-0.007693201883,-4.016548535,-0.1979831927,2.501394511,-1.457530322,-1.464131307,-0.5685275701,0.1426595632,-0.9782307958,0.0414229691,-3.574688773,-0.1886686627,-0.8011695756,-2.26034524
4069281,-2.737510529,-2.505429127,-3.043921896,-4.429732179,-5.583994966,0.4221769958,-1.355189612,-0.6326658851,1.466662844,0.7443664363,2.60987827,-1.344963212,-0.4091949351,1.525408283,1.797644387,-1.150111603,-0.1571682317,0.6138568162,0.4704052553,-0.05915324654,1.272689321,1.285544794,-3.794265355
4069322,-0.6333296773,-2.325871554,0.1602182458,-3.187454634,-3.608750481,-1.439845186,-4.235897849,-4.514571391,-1.752239543,1.837876948,2.935915996,0.3556833115,0.3035188141,1.916433205,0.02670214479,0.7574497709,0.8307850151,0.7643541894,0.9971964534,-0.7057633898,1.778796595,0.5661952848,-4.113355321
4069329,3.231571273,-1.63597297,-0.04137762184,-6.537331103,-5.216156718,0.8595500178,-2.934060932,-0.2500263939,3.94735366,0.275233379,0.7390876385,-0.5814892098,1.706238545,2.177229966,2.167379918,-1.165979915,-1.285281472,0.3691303691,0.5773758825,-1.979008423,0.6532707303,0.6085394682,-2.17375284
4069348,-4.084987159,-5.808047721,-3.625466267,-5.684724088,-3.716734744,-3.670880024,-3.002903707,-2.926755422,0.1588568373,1.092728271,3.231761215,-0.9859552957,-0.5036887915,1.989283498,0.7203954699,0.727411736,0.1463101523,1.676762215,0.9775833222,2.207958457,2.064039174,0.9063596892,0.7012818801
4069385,-0.6757193408,0.09772749362,0.9953491849,0.7137953607,-1.696347291,-1.316603157,-4.004093213,-3.798911727,-3.508394503,1.907487165,1.961557517,0.6155529116,0.5909695383,0.4085836333,-1.288745387,1.233204218,1.303239557,0.2568815259,1.796566877,-0.8202772232,2.435176682,0.3507575778,-4.055752036
4069506,4.658123508,1.43161646,5.483090418,-5.851649293,-5.633466503,-0.6372434334,-2.877794402,-1.950202207,2.195411909,0.6002561115,0.750052117,0.08884649406,1.641452206,2.562760728,1.233776337,0.3465614192,-1.019835013,0.3816307935,1.624630023,-2.045899257,0.5828320814,1.352016553,-4.823630577
4069515,0.2369287788,3.040021716,-1.578524297,-0.2970958596,-0.3867736818,4.679639623,6.425666393,5.222239923,1.734651982,-0.7753128911,-2.784909335,-3.030810387,0.430100777,-0.9539273942,0.4601395757,-0.4850473125,-0.2964170883,-0.2422918263,-0.3937483303,0.7223841769,-0.828134803,0.9837014572,-2.287048241
4069590,-0.2974387232,0.9217691114,0.3179724551,0.9236287571,0.1518803773,-0.2027482761,-4.121327891,-2.526743254,-3.860479896,1.613238583,1.406340282,0.4012075726,1.284746341,0.7613204279,-1.226122,1.308262433,1.640046957,0.139489144,1.747388837,-0.7599530862,2.082369203,-0.1033535289,-3.018658892
4069620,4.948619718,1.792360232,-0.6855292003,1.169352445,2.605496938,5.349718946,3.282490008,1.229844961,-0.1532990916,0.174555885,-3.548025104,-1.320563059,1.214208837,-1.14051455,-1.407607058,-0.1543959317,0.8888266335,-0.4655353307,-1.053913952,-0.9779272761,-0.539583852,-0.4958003302,-1.010679823
4069643,4.722711225,1.800204365,0.9694789805,4.461311449,6.491046687,2.987012662,-1.474598211,-0.6518793765,-4.072970859,1.003698876,-3.234287765,0.273280562,2.389211121,-1.470885963,-3.474510087,2.18768153,1.916708628,-0.1569338555,0.4026086723,-0.6932415843,1.312918115,-1.789864238,1.321542338
4069671,-5.248340863,-5.345993714,-2.811856451,-7.450814431,-7.680963945,-4.886748756,-4.343206619,-5.983307099,-0.7711285715,2.325487474,6.234974072,-0.1320303148,-1.021376549,3.532108913,1.657729152,0.005558043739,0.8076983463,1.339889245,1.365022053,0.6192365271,2.376668297,1.866822695,-5.243701076
4069695,-3.147807549,0.6955533078,0.7146081175,-2.765588371,-4.010324352,-1.628672027,-0.181270768,-4.1384249,-3.603547331,1.566812604,3.465172337,-0.2967292197,-0.4866253159,1.731670717,-0.1776940976,1.110850036,2.083757046,0.1841789017,1.321206434,0.437353806,1.384828745,1.84423731,-6.74854144
4069736,0.6111841134,1.571825007,-2.870123939,0.1381375113,-0.1747672849,5.326698555,6.62109654,3.258097072,1.084407272,-0.3267370549,-2.524158609,-2.797193129,-0.3168378928,-1.352303885,-0.08634037593,-0.8741372496,0.4095941126,-0.3601520404,-1.168487033,0.5108075658,-1.076487869,0.7357116775,-2.605672806
4069742,-4.294833841,-3.504697306,-3.306196726,0.1606432323,-1.800959979,-1.679413857,-3.232938739,-3.651712969,-2.769448865,2.090345601,3.049815444,-0.3137284147,-0.7247185468,0.1806854346,-0.5837523944,0.6774141435,1.449458859,0.875102898,0.830915452,0.6686355651,2.659522337,0.2113044108,-2.518639035
4069753,2.886540175,-0.3833642807,-0.5689582609,-2.043557657,-2.272033252,4.185587856,-0.6734357267,-0.6586699073,0.8698105519,0.3803294053,-0.2451972682,-0.7397223042,0.6681639748,0.4319625101,0.4044322657,-1.02938534,0.3138851119,-0.1258945131,-0.3998703034,-1.357286062,0.06296046906,0.09977721589,-2.944304622
4069831,2.389556046,2.551198362,-1.809809763,4.565876005,5.841183725,6.573385212,0.3338713527,3.768267926,-2.107445092,0.03708666985,-3.533184849,-1.167546477,2.23112553,-1.903999514,-1.759112146,0.7836500129,1.444153138,-0.5981810497,-0.1155887312,-0.6153210454,0.5329527044,-1.749254711,1.511927509
4069958,0.7228909416,1.199966162,-3.61665685,4.734207395,1.437347504,7.007034309,2.955945718,3.592224782,0.1882102703,-0.1215014021,-2.749062361,-1.869089609,0.1846440716,-2.710426967,-0.9453944256,-1.167935675,0.4726478784,-0.5946674342,-1.071050538,-0.8350031209,0.07666054997,-0.5798893414,-1.17976972
4069969,-1.006737429,1.485812277,-1.15144511,3.41725914,-0.07225175481,2.940599421,-0.5764712605,1.986395103,-1.120268826,0.4849642601,-0.601026237,-1.085571999,0.6127566565,-1.349042959,-0.6543574894,0.08094454487,0.3787024591,0.1204254783,0.7761336168,-0.5520681945,1.417068353,-0.02935922724,-2.245237823
4069977,0.7472920215,-1.938573911,1.4377061,-4.897159055,-4.625832617,-2.764939281,-5.58575093,-5.880440213,-1.690187101,2.138081076,3.630633087,0.763029242,0.7355518076,2.891742512,0.06713074004,0.476366604,0.942740167,0.5683231824,1.755590151,-1.294578979,2.125264049,0.780158659,-4.778900409
4070013,1.962212109,5.745167253,4.108366259,-1.36350137,-0.6616541067,2.711196414,0.1835238861,3.956726101,0.03950298994,-0.546193657,-1.335722652,-1.068250674,2.627859761,0.8341314606,0.7120561122,1.154578414,-0.1664224399,-0.3094577701,1.904740554,-0.7538037714,0.2804270562,0.5810431954,-3.078727772
4070122,9.01796411,4.095290321,2.672847787,-1.121153431,1.281524791,6.359184568,0.7718647857,7.009249027,5.038282585,-1.651858528,-5.833068349,-1.690929289,3.825973206,-0.6248153534,0.6689693991,-0.6036832471,-2.240658183,-0.4009559392,0.405371804,-2.331116442,-0.6950653656,-0.7324638929,1.659387715
4070124,5.004308073,2.425451281,3.862590943,1.703369082,1.596700572,1.499620646,-2.718133619,-1.852740994,-2.545313853,1.1012361,-1.53091089,0.6047970005,2.074786861,-0.1316097483,-2.102156995,1.545671007,0.9075066166,-0.08210315079,1.292310854,-1.59852175,1.218425443,-0.4770284304,-2.067576323
4070147,0.4145732715,0.995969755,1.180873934,-2.251397522,-2.871479384,0.3950938825,-0.120250686,-3.349453722,-2.238411602,1.291579835,1.523438701,0.02760876813,0.2201262243,1.370502387,-0.351862209,0.4615443215,1.55926788,-0.09622704753,0.6810017218,-0.7070765479,0.5866746212,1.132845637,-5.710281476
4070179,-3.954331158,-4.963977349,-2.904690477,-7.262388042,-8.000975097,-3.649897676,-4.209165591,-4.69976077,0.8493943574,1.854560491,5.320991351,-0.2101961568,-0.6919231201,3.154008511,2.13998093,-0.6625149625,0.02408264709,0.9499602722,1.046644447,-0.2264795288,2.285347571,1.652999157,-4.773765974
4070245,0.8182240778,3.384042701,0.45079273,-2.140523389,-3.313966025,2.449858895,4.650316023,1.3845517,1.101662842,0.1073850615,-0.777106281,-2.062154846,0.1104410636,0.3427666295,0.599225178,-0.466623716,0.04407057365,-0.3083252226,0.1874160228,-0.2062758321,-0.5976159753,1.736901446,-5.602426148
4070260,3.336756344,-0.742922288,-1.878187406,1.084624028,3.932454345,4.323964478,-1.795896057,1.495788533,-0.3539330782,-0.09201710504,-2.612728633,-0.813170692,2.071460637,-1.009999953,-1.210357583,0.6205208471,0.6509739686,-0.02582416732,-0.1904091233,-0.4396437572,1.020906341,-1.821662421,3.71928997
4070344,5.023583014,0.913171983,-0.3399097521,-2.427197735,-1.759543075,4.137021566,3.805302292,2.801851388,4.092764128,-0.3443282424,-3.178417026,-2.056812562,0.8346593958,-0.4061140555,0.5988376815,-1.217140798,-1.248041899,-0.1232434471,-0.7703639109,-1.04439707,-0.8742483246,0.6549645817,-1.660063846
4070357,5.795300573,3.616470528,-0.3246687206,0.4717517555,1.367028007,8.509045061,1.764856103,8.670227724,4.767707389,-1.797549475,-5.320498602,-2.397942403,2.936413084,-1.400232833,1.118129618,-1.416395639,-1.829104336,-0.5745181093,-0.2977527021,-2.052599773,-0.8197852789,-0.8363957063,1.271039485
4070363,-1.488065567,0.8854145433,-0.6227072124,-4.401674487,-5.202395256,-0.4830158014,1.394859481,-0.1528101303,1.071933176,0.5557855863,1.579442417,-1.582300983,-0.007427371042,1.513227129,1.356899389,-0.3867576924,-0.2193294009,0.3371361874,1.048661115,0.2539722218,0.6079372158,1.969833688,-5.292583506
4070414,1.509899434,1.440279538,0.8646021839,-2.188072101,-1.432521394,2.303587552,-1.638561133,1.722680648,0.7204290516,0.04637466591,-0.343957826,-0.8092300056,1.944114592,0.9179441288,0.6978945125,0.3651140954,-0.04822498581,0.06914572813,1.037191865,-1.015846557,0.6810189913,0.1186908084,-1.896307374
4070448,0.7222267851,2.076158916,-2.467669042,6.545633847,2.753285416,6.763759156,0.6833553581,4.427388916,-0.568626907,-0.02245642781,-3.154384435,-1.573238509,0.8953510503,-2.987996247,-1.33518248,-0.4105190082,0.2727099313,-0.3909468949,-0.1491778944,-1.097889233,0.8612898566,-1.063915555,-0.2510990514
4070493,-0.7929912628,-1.219696318,-1.76864141,0.006049780983,0.009205098108,0.0275681743,2.063620748,-3.436647826,-2.80411823,1.669384798,0.3269513074,-0.8798025783,-0.760887947,-0.0499640828,-1.645665131,1.071980586,2.019423654,0.332406018,-0.3196670867,0.7725431273,0.7214746808,0.7080939527,-3.218307981
4070536,0.04457166906,0.9862559742,0.151925742,4.837786195,5.233027367,1.688414073,-1.57202276,-2.088276833,-6.105870646,1.520992777,-0.8322987226,0.1654011748,1.024271548,-1.232325271,-3.331455398,2.573327678,2.793122289,0.03730351085,0.6636691323,0.3650324062,1.71316759,-1.308661437,-0.4002065399
4070541,-2.327184545,1.952376631,-1.260163724,2.861346427,1.252484486,1.089457351,3.261066165,0.9894358956,-2.753406431,0.773246767,-0.8906147484,-1.686338987,-0.2270287053,-1.322269,-1.53891485,1.314265431,1.378384416,0.1479491899,0.4665605598,1.370378013,1.10483099,0.6113483507,-2.528873176
4070572,0.3032618974,1.64254469,-0.08727614512,-1.494470824,0.4286504145,1.957065449,-1.412575718,0.8492927292,-1.560635061,0.3779661347,0.2117049757,-0.7481828187,1.758581919,0.9918363058,-0.006229372055,1.205055658,1.059582178,0.002365380643,0.995621697,-0.3299010897,0.9765819613,-0.1989660136,-1.637157952
4070647,-1.184511699,1.750984218,-1.011982553,1.376384436,5.230816447,1.767368192,0.08353259799,2.514976562,-3.671180165,0.4021130768,-1.441645157,-1.354428942,2.00492542,-0.1392735669,-1.487955833,2.686805149,1.935920222,0.1633090155,1.056652567,1.577212529,1.307064505,-0.8609465268,1.349815553
4070673,4.248258095,1.206316118,0.1232940835,-3.868707062,-4.552888531,4.466852729,0.3249845177,3.345794583,5.455576333,-0.7025112904,-1.668104639,-1.750913487,1.416540509,0.6147332762,2.020802279,-1.973851336,-1.917387742,-0.1807388615,0.04453852248,-2.44502097,-0.4407155172,0.6952220316,-2.858935973
4070677,8.20653311,2.406304725,2.784277943,-1.725326019,-1.437448197,5.259557779,-1.012258775,0.7787237244,2.59360791,-0.09026143696,-2.718869647,-0.3837718834,2.315833501,0.2686275347,0.1456997408,-0.9000014533,-0.683657253,-0.6038443025,0.01725104247,-3.365125971,-0.4333729379,-0.1776514098,-2.563433072
4070695,0.3456537359,-2.8206326,-1.065688124,1.188394137,-0.3594210856,-1.032973105,-4.079137948,-6.686132882,-4.314497115,2.505618718,2.053350992,1.162914115,-0.136166977,0.1598587645,-2.289971097,0.9677122038,2.385366113,0.35895557,0.3892974247,-0.9071772534,2.400799382,-0.3598331306,-2.810364389
4070697,7.119918461,6.023656382,3.536327275,0.2529829697,0.482960534,5.846837712,0.3761980844,2.481701283,0.486675459,-0.4042884264,-3.142108112,-0.5682237362,2.986659022,-0.009884129893,-0.407304118,-0.1921001364,0.1832984517,-1.058418289,0.7469365097,-2.915341644,-0.4773379665,-0.2027477288,-3.33548773
4070829,2.572468205,0.3408603895,3.233962808,-5.018014216,-4.694526694,-1.327535909,1.361486174,-2.881330692,1.08056566,0.9426829124,0.4541046855,-0.6903801447,0.0804687429,1.730425021,0.24828214,0.5538869946,-0.2211326779,0.5223463778,0.6276874848,-0.3177630382,0.06483720699,1.879253416,-4.925269831
4070839,4.824922607,1.01426584,1.171983328,-2.213696855,-2.737930642,5.24825172,-2.581989527,0.6114368442,2.139911263,0.1821278393,-0.8148130191,-0.3489534491,1.84999731,0.6433870222,0.9882322947,-1.273098071,-0.3912664977,-0.504871544,-0.03008746884,-3.148203023,0.05123726429,-0.2895701871,-3.144184658
4070842,3.692292618,2.564192066,-0.696377744,3.76929577,6.894692869,5.851026332,-0.3741840784,1.830943223,-3.542721988,0.227798358,-3.487589487,-0.4699142139,2.694301419,-1.34531526,-2.471178817,1.472469449,2.256555345,-0.7159080693,0.001270066924,-0.7987364895,0.6698520767,-2.121492457,1.548499832
4070850,0.1509505878,1.201904919,-2.996144385,6.492451547,3.335771039,5.657152476,2.132104716,0.882552893,-2.91076208,0.8173726552,-2.211843491,-1.082997454,-0.006631153858,-2.934200556,-2.510190906,0.04784349936,1.742179767,-0.4366438254,-0.8080150634,-0.3560674257,0.7688531613,-0.7953833261,-1.486568763
4070869,-3.805585433,-2.656785063,-3.870549313,-3.852778556,-4.025435268,0.4010885327,-3.106796058,-2.069591617,-1.12429171,1.416683258,3.792769903,-0.7834010059,0.09539786282,2.024092836,1.349197669,-0.5825513574,1.142972742,0.3021839379,0.6404663568,-0.4229288473,1.825434771,0.5140310523,-4.089763875
4070913,-3.946681656,-4.855535601,-3.768387465,-1.59061643,-5.939398598,-2.242415619,-4.668470931,-5.176947033,-1.064869557,2.48585435,4.529800931,0.1470531796,-1.31861202,1.145047074,0.4141613871,-0.9030924582,0.6083766746,0.8404200397,0.7403835186,-0.9303893663,2.667497027,0.9882315911,-5.129289514
4070938,3.833007527,0.1907513162,-1.331033289,-2.478423048,-1.607222427,5.720715974,-1.806456494,1.313857343,1.808471163,0.01456106257,-0.8044365933,-0.6703233008,1.866258134,0.9172466109,0.9504611529,-1.332358066,0.04216098683,-0.562309957,-0.4209420961,-2.589702023,0.01471824537,-0.7434005333,-2.113003813
4071123,0.2274416261,-2.821354113,-1.623896216,-3.943407971,-4.190410568,-1.809971151,-0.05407497564,-6.081222075,-1.339514616,2.271659792,2.490362435,-0.2903720688,-0.9134368955,1.789010722,-0.5723446137,-0.2401622657,1.354155417,0.6027501011,0.02512332196,-0.3178473155,0.8092868422,1.343146081,-5.363809961
4071195,-1.160625269,-2.985117818,-1.583647187,-3.220353455,-2.394165889,-2.116214683,-2.666460711,-4.497130254,-1.763898069,2.001421351,2.573044415,-0.1294633306,0.01092971616,1.642444314,-0.4790056529,0.9052035246,1.387767906,0.8079612488,0.9804606805,0.1687004205,1.575884525,0.5897311258,-2.939110675
4071200,5.095463485,2.682384489,0.1368073186,0.4011440517,0.3399672753,6.835261179,-1.415189287,1.761172029,0.4116268481,-0.02418979846,-1.995909906,-0.3245704715,2.491604389,-0.3500023607,-0.06093460228,-0.9356328093,0.5028200615,-1.008315642,0.001499018348,-3.039931387,0.09427126951,-0.8937064818,-2.131230495
4071227,2.761181252,3.170633984,1.135527151,0.4346093733,1.668923256,4.884470014,-0.185328466,4.443485232,0.4371038676,-0.5586072715,-2.662369396,-1.215050567,2.543983819,-0.4157392234,0.1460349916,0.5661862008,-0.02586760429,-0.2854594879,0.6494869988,-1.003732343,0.3197447465,-0.6538945107,-0.1885507478
4071229,-3.551283981,-4.728727208,-1.42427897,-6.263894228,-7.060871933,-4.994501487,-5.284120548,-6.150546035,-0.626680471,2.314994756,5.354344555,0.1727126768,-0.5447352282,3.233667355,1.069142008,0.2553248726,0.4371857766,1.356074079,1.707936315,-0.1225484976,2.560449715,1.38673432,-4.887309972
4071267,2.809218012,3.414089258,-1.420206402,0.6838891765,1.206213893,7.510221519,1.888305507,8.486583161,3.463196373,-1.399051391,-4.05738463,-2.613445966,2.547166246,-1.2649769,1.144271255,-1.085000792,-1.266661419,-0.5252165514,0.005170994925,-1.31159671,-0.3907748778,-0.6130221561,0.5934401664
4071425,-0.03901621874,-0.964950805,-2.058014716,0.1604840219,2.777719228,2.115126031,-3.107504237,0.3929551776,-2.028730921,0.2529673479,-0.5513066892,-0.5564618086,1.864443466,0.02857718063,-0.9763881398,1.262965327,1.28429262,0.1894976298,0.869305378,0.1785113432,1.827581084,-1.331476906,2.366089984
4071607,0.110160985,5.54043775,1.729946771,-0.6790435646,-0.8721603897,2.173315567,5.222559855,1.175353807,-2.0897499,0.2018127272,-0.7496326741,-1.656448057,0.6790805674,0.4748290644,-0.4458137411,0.6908210936,1.339167857,-0.5512671753,0.7968562751,0.3695077721,-0.5715806441,1.661111367,-6.141847459
4071632,6.963632586,0.7023705775,0.7929390706,-3.291431618,-2.681242424,4.824711745,-0.6360551917,3.007605785,5.278379275,-0.4761073064,-2.899350898,-1.276726568,2.131877959,0.3971786218,1.376525977,-1.70090389,-2.041746132,-0.1411313357,-0.1719222094,-2.783856507,-0.340466652,0.05425669174,-0.9373551374
4071711,2.664082838,0.3921525638,-0.2305750985,-2.555920365,-0.7409397331,1.118921612,3.909684796,0.5467881319,0.9642224369,0.3211826595,-1.798313526,-1.858665328,0.3661561959,0.201017737,-0.3821179242,0.3593207008,0.06075074879,0.4664661357,-0.1033197459,0.948311918,-0.2624471462,1.015939416,-1.584192375
4071823,-0.1645621493,-1.442469669,-1.147236365,-1.57634806,1.148868742,0.392402275,-3.108201505,0.5188269088,-0.6871001508,-0.1783813811,-0.2160324504,-0.696510034,1.692165018,0.303079231,-0.4411912542,1.44651964,0.3130129095,0.6778823759,1.09871901,1.125060275,1.968549769,-0.781713824,3.799938781
4072178,3.228541848,1.427737981,0.3755061699,-1.816740232,-2.391801114,3.286210467,-1.910295003,-1.874043264,-0.7343817663,0.927369415,0.7250147705,0.01719397839,1.204637709,1.040367712,0.03325115335,-0.7763395393,0.9489739449,-0.540646086,0.3554432932,-2.475382997,0.533911791,0.2109541912,-4.939410555
4072183,7.366530385,4.572192594,0.6855303176,0.3474956708,2.263473077,8.532605155,2.396459483,9.953000595,5.577771831,-2.121942271,-6.658495748,-2.638327296,3.610856222,-1.565805916,0.96696041,-1.122524102,-2.309587183,-0.6105980837,-0.1481596067,-2.004092828,-0.9779637366,-0.9391887154,2.432367333
4072195,7.118847554,3.691468076,4.169593135,-3.294751717,-2.504721896,2.664068048,-0.6309219623,1.274440093,2.633586065,-0.3495046386,-2.106524906,-0.5905925179,2.616206879,1.225568525,0.5721169621,-0.28250752,-1.065055704,-0.2151561186,1.102012695,-2.45914769,-0.1985426141,0.6061589218,-3.047648269
4072197,-6.340205294,-5.633124456,-5.141037565,2.057434383,-0.2573623573,-2.744606792,-3.861192601,-4.510676682,-4.149851567,2.015728013,3.304743285,-0.2403460001,-1.252488521,-0.7650569287,-1.815602701,1.284574135,1.898890896,1.309424829,0.8469154134,2.24367923,3.607002167,-0.2756867176,0.7910983066
4072216,-3.368610454,1.421667328,1.517098423,-2.849659835,-4.720081082,-2.384440533,-2.421104185,-4.253605057,-3.798112913,1.839835086,4.358627106,0.1489601495,-0.07731378702,2.288074356,0.2343625628,1.089662008,1.731276209,0.04573320586,2.081611986,-0.1609682206,1.781088934,1.781549505,-7.689840496
4072827,-1.942891479,0.9064083139,-0.9516910639,3.229662057,-0.6971839022,0.7437599259,0.3625890926,-2.247064157,-3.762063611,1.892623971,0.8349572352,-0.473020583,-0.5288650211,-0.9207727295,-1.736158741,0.694085887,1.637784021,0.05725464859,0.837797738,-0.1019798662,1.463600687,0.6394860896,-5.037453619
4072832,3.62699305,0.4250639522,1.199137427,-6.328241819,-5.598353841,2.138998401,-0.4546793455,4.117240075,6.649967695,-0.8392063671,-1.148992543,-1.97780582,1.751577677,1.552688186,2.834928713,-1.397105077,-2.879703195,0.4554403821,0.7476671993,-1.481081234,-0.06494134116,1.110809076,-1.650096962
4072833,6.874577064,2.20713957,0.1077308358,-0.1728261653,-0.6581723453,7.712312067,0.0626215298,3.439675788,3.551359279,-0.64891959,-3.422428821,-1.23303105,2.209243739,-0.6802483595,0.5335321395,-1.806902715,-0.86420013,-0.8432884262,-0.6731762733,-3.207537227,-0.6735644185,-0.6967664887,-1.435378706
4072834,5.198550132,2.062832755,-0.4273609083,2.453075637,5.064019044,6.324310028,-0.5500931807,2.048994746,-1.188328887,-0.07788249724,-3.69031039,-0.5316682002,2.639504308,-1.17101108,-1.716525848,0.6266637661,1.153518559,-0.6679149869,-0.2592529653,-1.547095908,0.2001575469,-1.930122527,1.343300982
4072838,4.494804077,7.058854556,2.968309535,1.080362314,0.2896883682,6.266499106,0.9300179655,2.699932763,-1.1879275,-0.2902025596,-2.138451385,-0.6685696901,2.553830583,-0.03062400124,-0.3851754627,-0.0990558528,0.8232694528,-1.355911797,0.8826927648,-2.607742469,-0.4192697365,-0.01557840863,-5.087245263
4072840,2.7415107,-0.5367323404,4.556397277,-6.486073792,-5.222157311,-2.297011337,-5.879623758,-4.852818698,-0.2699679101,1.421859979,2.849322708,1.030827322,1.620659451,3.351768954,1.022068261,1.009054268,0.1874947733,0.4829997767,1.871246328,-1.866016666,1.635892152,0.6703510637,-4.444943267
4072841,0.486607225,1.373145866,-0.900421796,-0.5681961597,-1.574228651,4.079895921,4.089737211,0.6391915236,-0.09834742707,0.2392331157,-0.7975703433,-1.637089391,-0.3234852627,-0.408492536,-0.1010099577,-0.3955449572,0.8077495928,-0.3132205596,-0.581862432,-0.2061395711,-0.4595530643,0.7919200025,-4.142511906
4072853,6.492531177,-0.5095886698,0.3049668591,-1.955932348,-0.178616894,3.862352357,-1.910733886,1.238337347,3.197611771,-0.2785092123,-2.828226206,-0.700836942,2.099831992,-0.1603985096,0.0590423239,-0.5939078001,-1.034322284,0.009135629206,-0.1965501582,-1.960983738,0.5103580465,-0.8524317298,1.657790197
4072854,2.983991744,5.666921111,0.7255121251,3.290141149,1.297960566,7.524084595,0.6947031998,3.044088259,-1.559059205,-0.1780064617,-2.167732964,-0.8755060492,1.918172683,-1.166651979,-0.6092170717,-0.3862903237,1.218030337,-1.389127613,0.2446698751,-2.422606717,-0.1341046046,-0.4976689882,-3.931574949
