;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;;STD;;;;;;;;;;;;;;;;;;;;;;;;
22;9,198176091;1,683593086;0,652335006;-1,926584892;-0,933687261;5,491114024;1,146269141;5,35422325;7,011117285;-1,454419111;-2,204475778;-0,697244468;2,368827362;2,050507854;-0,045380343;-0,914062891;-2,327595309;-1,977829579;-1,175172743;0,063075103;-2,023150849;-1,19455528;-3,147502796;0;0,624899038;3,20749006;2,672892789;0,330069316;0,008553719;-0,7954768;-0,485920851;1,517141097;0,162547691;1,474462625;1,991032904;-0,648269553;-0,882114913;-0,41220502;0,543704982;0,444462427;-0,208973175;-0,479802556;-0,920499921;-0,811453369;-0,561208842;-0,175159992;-0,825583193;-0,56725174;-1,176122689;-0,194824933
23;2,321069669;6,010055751;5,295558456;2,246830828;1,887987717;2,565703272;3,008182635;0,633585334;0,663787424;6,929333735;8,173508525;4,596502673;4,227430994;6,590932041;4,660318799;8,420022817;9,507631474;5,419711527;7,680225071;7,090441681;8,733074459;6,295564773;7,624871524;0;5,024263799;2,81104203;-0,961634192;0,350685597;0,096510352;-0,988043914;-1,115698751;-0,874608242;-0,717200647;-1,561939814;-1,551195723;0,677709517;1,120312216;-0,152171729;-0,283465276;0,557326509;-0,129469783;1,208007202;1,59491307;0,140676562;0,944831576;0,735022052;1,319372183;0,452252567;0,925140107;-1,78733144
24;5,66835402;0,989472208;-0,348804031;-1,875530413;-2,25059436;6,408206159;3,361105809;7,252293843;9,85364584;0,109248493;-0,513161605;0,11861026;3,189563555;3,035274729;2,930445976;-0,132600394;-1,339973177;-1,137911211;-0,533599366;1,427330722;-0,682157983;0,729654128;-0,509916377;0;1,489539868;3,13165642;1,334378231;-0,159681521;-0,587019664;-1,074533675;-1,194299031;1,570627691;0,597628121;1,840161628;2,670824909;-0,440754409;-0,639502297;-0,437765011;0,542851277;0,493583795;0,460109895;-0,517981555;-0,903519628;-0,838997236;-0,646028479;-0,019864614;-0,693466191;-0,242646586;-0,638466031;-0,475639619
25;0,683155838;1,456576063;-1,998888718;3,883695982;0,630869341;6,027926458;8,825244695;3,390146433;0,780381323;1,612260358;1,694369097;0,271611534;-0,292088358;2,166655895;0,993011209;1,789142381;2,901667441;0,401602749;1,733230443;3,973968732;4,111281317;3,074305009;3,346211816;0;2,144014043;2,260283103;-0,646316474;-0,304137999;-1,832913212;0,769674355;-0,669449194;1,718330066;2,955926469;0,551316951;-0,603301736;-0,235259771;-0,198933021;-0,828392915;-1,077786406;0,010017264;-0,5092295;-0,157003192;0,335202876;-0,770881883;-0,181739889;0,809613046;0,870363217;0,411581613;0,53187929;-0,948559957
26;8,855014872;2,191446953;0,777225799;1,278573675;4,491042836;6,792191798;-1,748956715;1,655600855;1,321568499;-3,853720679;-4,57930887;-1,895107439;-0,30310903;-0,389768972;-4,300340331;-1,118041771;-1,520375071;-2,763085115;-3,06496389;-1,469558331;-4,383950945;-3,558082802;-4,931480528;0;-0,521549383;3,550086584;2,641221286;0,764205681;0,365843241;0,507064551;1,411963371;2,060158536;-0,345740112;0,6132668;0,519175473;-0,938616909;-1,143002963;-0,386908326;0,061530993;0,037120337;-1,064422193;-0,168021927;-0,281352486;-0,631403116;-0,716437317;-0,267038261;-1,087973904;-0,855340665;-1,242203828;0,146911736
27;0,824251691;2,348051268;1,498339341;4,061227658;6,404160954;1,943605661;-1,139080706;0,138273742;-0,508021066;4,907767376;9,328725283;3,907876245;5,42850856;4,953174708;3,536339827;7,181881041;9,008918939;5,098498479;4,462313738;4,353242542;6,507451579;3,480906385;6,555021778;0;3,928393126;2,865409489;-1,083315124;-0,551523914;-0,8480651;0,046357958;0,864018856;-0,692671492;-1,768499005;-1,322714746;-1,548265338;0,341792073;1,884663318;-0,007160192;0,523525674;0,35763879;-0,136822782;1,13543559;1,77305402;0,40835537;0,186333093;0,148268308;0,900066278;-0,156168514;0,916667814;-1,370970935
28;2,958746714;1,134968605;-0,431227668;8,349342144;2,36381885;6,691077852;1,155090011;3,097093127;4,576731982;4,453546188;6,497024214;3,01815826;5,513638438;3,981373196;6,399989258;3,946359797;4,756056644;2,711667156;2,900913743;4,720280199;5,7770452;2,795440448;4,897767705;0;3,844370919;2,159472764;-0,410111311;-1,254659174;-1,979927073;2,086144035;-0,685608124;1,318241647;-1,245341434;-0,346046408;0,339138828;0,282094444;1,228380065;-0,38259925;0,772997718;0,063442466;1,183445506;0,047228601;0,422179775;-0,524527923;-0,436892371;0,405612562;0,894975067;-0,485734522;0,487802765;-1,780235891
29;2,717603197;5,223815574;1,456604242;0,523118587;0,539426184;7,887786372;1,137198581;7,290915222;1,665140548;-0,9586821;-0,45279312;1,727308552;1,731824075;4,106895434;1,226705754;0,949033877;1,680991849;-1,513148255;0,416665428;0,350553836;-0,221230814;1,512751654;0,885728215;0;1,661842204;2,335286028;0,452090656;1,525283553;-0,087885578;-0,487616336;-0,48063321;2,666030667;-0,224659257;2,41044264;0,001412394;-1,122142758;-0,905514484;0,028033546;0,029967152;1,047003751;-0,186331115;-0,305233842;0,008200128;-1,359572412;-0,53320097;-0,561510818;-0,806356479;-0,063842522;-0,332342154;-0,711622552
30;6,145980604;0,454010764;4,177405669;-1,714699815;-2,090582204;1,036654333;-1,428742814;-0,974095419;4,299719432;6,360339474;7,67856413;3,122696002;6,522808573;7,563744812;3,129600615;3,718533878;3,690914596;4,508761316;6,161903109;3,951414246;7,464699882;2,871463532;3,883368241;0;3,355602623;3,051572366;0,914406623;-0,950851401;0,269304787;-1,66153767;-1,784714296;-0,759919154;-1,567829585;-1,418841673;0,309386996;0,984652006;1,416634111;-0,076323479;1,037893115;1,379007831;-0,074060839;0,118932541;0,109881705;0,377890004;0,919624426;0,195247417;1,346550816;-0,158652338;0,172948747;-1,099630689
31;4,272864219;8,241557273;2,55452296;8,204993557;4,864520773;8,522658726;2,433393782;4,51859158;0,486924605;0,558226905;1,049422713;2,679401057;2,119606873;2,589312939;2,067356751;3,182575654;5,127882041;0,369429221;2,014775405;1,873673585;2,104393228;2,065478283;3,127577803;0;3,126214164;2,422867396;0,473261581;2,111276547;-0,235956456;2,096185455;0,717458418;2,227296703;-0,285950598;0,574681643;-1,089324807;-1,059895917;-0,857162655;-0,184415007;-0,415461157;-0,221597445;-0,437026564;0,023262309;0,826156595;-1,137819159;-0,458728678;-0,516966212;-0,421740347;-0,437801872;0,00056282;-1,290295197
32;2,983263908;1,068139945;3,980017488;-0,126370259;-1,044017421;0,28208384;-0,100135731;-1,648937321;1,880613501;8,912313777;11,0440581;4,17887128;6,063153034;7,61888134;4,913268719;7,424685042;7,267248304;6,096937835;7,974244697;6,287041854;9,613186642;6,269939507;6,850732581;0;4,491217528;3,694447332;-0,408167578;-0,926546591;-0,138369827;-1,249872409;-1,498257913;-1,139313491;-1,242771339;-1,661995502;-0,706629109;1,196686771;1,773699821;-0,084544783;0,42548597;0,846585032;0,114239331;0,794020662;0,751406239;0,434630721;0,942773534;0,486087408;1,386396571;0,481458204;0,63866523;-1,215666952
33;6,906992674;2,39705085;0,509288025;8,248008179;5,778815515;5,135971549;-0,086642036;1,081230131;0,786544744;-0,528006314;-0,520591489;-0,31362489;1,269796795;0,651000594;-1,011620027;1,517605705;2,213083317;-0,234011803;0,240404829;1,370828377;0,567611415;-1,456415116;-1,050117122;0;1,394716829;2,579773297;2,136728778;0,388535699;-0,343219617;2,656547906;1,699412383;1,450226159;-0,574220559;-0,12151715;-0,235746329;-0,745307018;-0,742432802;-0,662206141;-0,048422873;-0,288287438;-0,932770666;0,047635533;0,317224187;-0,631345644;-0,447447069;-0,009259904;-0,320611666;-1,105187014;-0,947693332;-0,540635424
34;1,704240916;1,788599063;-3,038300842;8,33192168;3,2016779;7,126077535;1,184000567;6,252220628;0,872022005;-1,56753599;-0,936702245;-0,040022771;1,264340243;0,303663504;0,348914811;0,477180158;0,866073332;-2,13665433;-1,246596033;0,858411979;0,166685889;-0,206987757;0,296535947;0;1,077906925;2,736992803;0,228840204;0,259661676;-1,503916182;2,650359456;0,775950515;2,209786816;0,03876285;1,890510526;-0,07522304;-0,966550921;-0,736066667;-0,408451822;0,068116116;-0,282881058;-0,266347837;-0,219484233;-0,077396474;-1,174486557;-0,849290855;-0,08019566;-0,332927816;-0,4694549;-0,285485215;-0,393828922
35;1,929684004;1,691713736;5,075785117;2,014040458;3,045422591;0,852698916;-1,426289023;-1,621646305;0,235801647;7,054060699;10,14948359;4,724119816;5,913121864;6,508371875;3,384531878;7,03703236;8,46416143;6,548688992;6,279335102;6,664209282;8,393510875;3,804296252;5,299868362;0;4,250916813;3,245124074;-0,715298631;-0,788630271;0,254186985;-0,6893038;-0,371478623;-1,04717657;-1,749457249;-1,8096575;-1,237276318;0,86380176;1,817670648;0,145819695;0,512216178;0,695645223;-0,266980527;0,858554398;1,298330825;0,70806913;0,625066482;0,743667242;1,27655953;-0,137628193;0,323239274;-1,309939687
36;4,836532694;3,240088641;2,930029916;-0,529432742;-0,761090887;8,151097505;6,069504231;2,702423143;1,97701595;-0,980825034;-2,119287391;-0,064558589;-1,261505316;2,155059071;-1,600795458;-0,076212637;0,717869416;-1,2214632;0,389708725;1,241451476;-1,238148159;1,670099922;-0,124143224;0;1,087642419;2,568490175;1,459569638;0,838020033;0,717303697;-0,629581992;-0,719774334;2,7500417;1,939607113;0,62868869;0,346263163;-0,805324262;-1,248566119;-0,448590779;-0,914602578;0,415581365;-1,046699693;-0,453128094;-0,143965123;-0,899012829;-0,271729166;0,059883062;-0,905508847;0,226770384;-0,47178909;-0,423455939
37;8,034594315;2,649235566;0,929869858;4,961531159;2,695322602;7,504248579;-0,296862829;1,863732;1,798868223;-1,511789583;-1,999346426;-0,380002297;0,9290393;1,129126596;-1,454988128;0,105148658;0,410022537;-1,580196961;-0,727484876;0,402183705;-1,119463603;-1,282020158;-1,991053547;0;0,877904779;2,717447987;2,633606815;0,651836133;0,01912275;1,502743162;0,668795808;2,438443655;-0,432305462;0,36277685;0,338907478;-0,879389182;-1,058806357;-0,462900148;0,018817111;0,0924477;-0,858486682;-0,284368321;-0,172177074;-0,904562572;-0,59077107;-0,175061704;-0,735016233;-0,794835797;-1,055754642;-0,32306222
38;6,597692072;6,326341151;2,495613904;0,465640885;-0,009040006;6,999659543;10,31676656;3,920794916;4,793748048;1,501083102;-0,33948913;0,787598078;0,570250168;3,313497917;1,706166804;1,824824395;2,612920498;0,362021601;2,203771435;2,892216282;1,323089722;3,281738304;2,30384956;0;2,760448159;2,632912063;1,457414384;1,354353243;-0,100586062;-0,871585233;-1,051872641;1,610084683;2,869947124;0,440708512;0,772262742;-0,478316414;-1,177379728;-0,749303445;-0,831853833;0,210052499;-0,400424067;-0,355357012;-0,056032126;-0,910940624;-0,211430048;0,050046534;-0,545919652;0,197989957;-0,173419616;-1,048439178
39;3,221465807;6,94825592;5,550747644;0,322580379;-0,06511744;2,97149151;9,26978693;1,839470561;1,555141383;4,117128461;3,574006354;2,092258518;0,791928999;5,110672067;1,097042417;3,77367073;5,552389591;2,892032047;7,662814909;3,898338361;4,871693469;4,855205753;4,739609461;0;3,61010891;2,43629936;-0,1595219;1,370171115;0,796551838;-1,349394325;-1,508528225;-0,262125997;2,323063459;-0,72677372;-0,843479073;0,20811053;-0,014818604;-0,623014731;-1,156746152;0,615919038;-1,031509729;0,067135354;0,79722579;-0,294740816;1,66346799;0,118306254;0,517828219;0,511060694;0,463613203;-1,481800212
40;3,758605877;6,405780285;5,19055236;1,043351346;0,54794701;5,741077004;8,704901848;3,11910908;2,520812865;4,307571621;4,476157511;3,532697208;2,264110167;6,420863737;3,687153879;4,303021301;7,786776447;3,131594239;5,381699232;4,62082773;4,880129548;5,5875771;5,86046672;0;4,303032671;2,122318318;-0,25652457;0,99077862;0,418184059;-1,535905947;-1,769331975;0,677581831;2,074085278;-0,557844496;-0,839751413;0,002138675;0,081573456;-0,362968861;-0,960705323;0,997885684;-0,290191527;-5,35756E-06;1,641480332;-0,551961703;0,508249187;0,149739582;0,271918153;0,605255309;0,733836219;-2,027515211
41;6,506546475;2,433899192;-0,65801117;0,0777482;0,670080263;9,745925431;0,378146622;6,145870763;2,310854734;-4,688042439;-5,900669695;-1,294010556;-0,788808111;0,071174525;-2,445977825;-2,452224625;-2,786767227;-4,699619973;-3,910641226;-1,599128158;-5,351966434;-2,028705753;-3,752030578;0;-0,584014899;3,872042893;1,831219739;0,779411327;-0,019110396;0,170907998;0,323884625;2,667826937;0,248489376;1,738071052;0,747633669;-1,059912727;-1,373087784;-0,183364616;-0,052890223;0,16921027;-0,480873528;-0,482486837;-0,568886345;-1,062902759;-0,859139844;-0,262164776;-1,231378801;-0,373108174;-0,818176804;0,150828623
42;3,427874726;3,467703751;-1,01071647;7,20052008;3,049000641;7,227614772;10,14583759;4,867137446;4,212463355;3,498073695;3,424243438;2,043817309;2,896362477;3,563685527;5,953930926;4,159828751;5,484791952;1,575561508;2,709795249;5,929588271;5,020013842;3,776887266;5,419490083;0;4,085146091;2,35828811;-0,278706983;-0,261818027;-2,160831214;1,32103197;-0,439363386;1,332521106;2,569953802;0,331592799;0,053987154;-0,248940065;-0,280246782;-0,865597708;-0,504087524;-0,22111826;0,792432794;0,031668166;0,593500792;-1,064155211;-0,58319882;0,782110622;0,396417955;-0,130712962;0,565810422;-1,732250641
43;7,90121391;1,174673595;1,093284034;5,279919974;1,833799192;4,366788571;1,920519244;2,551378205;8,276651735;2,685783703;2,504766313;0,927583898;4,47953251;2,962725144;2,984089663;2,311658819;1,814456592;1,565482097;1,876997586;3,09927346;2,792175313;0,352254713;0,717873874;0;2,728036756;2,086701867;2,479116559;-0,744410682;-0,783414606;1,222926599;-0,428541124;0,785331072;-0,386982695;-0,084659219;2,659035805;-0,020248725;-0,10699681;-0,862822278;0,839360802;0,112468576;0,122706991;-0,199538776;-0,437810584;-0,557125422;-0,407839368;0,177905963;0,030736809;-1,138534488;-0,963320594;-1,307343803
