;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;;STD;;;;;;;;;;;;;;;;;;;;;;;;
44;6,986046931;7,448392648;2,844319858;2,358316257;2,736482295;9,076880753;2,390798108;4,593077713;1,983702112;-1,559481813;-2,347602446;0,967590986;0,878213962;2,003409881;-0,502544977;1,145221772;2,20180847;-1,595560811;-0,270523296;0,284674134;-1,558214413;0,500493599;-0,297982884;0;1,677813285;2,9232431;1,815871436;1,974033348;0,399045353;0,232790414;0,362155652;2,53111603;0,243901995;0,99727061;0,104640229;-1,107432734;-1,377037623;-0,242956975;-0,273531587;0,111381977;-0,745869634;-0,182192002;0,17925132;-1,119774848;-0,666498308;-0,476573143;-1,106999175;-0,402744365;-0,675891844;-0,573956126
45;6,60410558;2,102872631;0,419153909;-0,748564533;-0,585879382;5,486362973;6,923270145;2,050347941;2,795392238;-0,373163337;-1,623692213;-1,080640189;-0,956252292;1,874736277;-1,540938602;-0,161144194;-0,04733428;-0,787216705;0,154473192;1,666764648;-0,51634362;0,754806141;-0,221229545;0;0,924578616;2,411308521;2,355371333;0,488653362;-0,209605989;-0,693873527;-0,626405947;1,891829402;2,487732896;0,466870712;0,775849961;-0,538189925;-1,056799993;-0,831589482;-0,780004256;0,394042344;-1,022481029;-0,450262917;-0,403064514;-0,70990307;-0,319372414;0,307793891;-0,597568592;-0,070406783;-0,475181069;-0,383434392
46;4,194561295;2,42666358;0,598136565;3,86466217;0,595109145;3,75536177;8,261325668;2,566632772;3,654132732;5,074930961;4,765515028;2,889686894;4,792830594;5,050003449;4,976502165;4,414055782;5,278741059;2,760202223;4,942191189;5,512724599;6,703588444;4,704080225;7,283313271;0;4,127706316;2,005026128;0,033343695;-0,848389311;-1,760360976;-0,131192378;-1,761870891;-0,185705583;2,061628671;-0,77858015;-0,236193223;0,472425088;0,318104938;-0,617458;0,331728484;0,459992576;0,423334059;0,142815828;0,574074685;-0,682038041;0,406221576;0,690773184;1,284712499;0,287464538;1,573848296;-2,058679564
47;8,868544029;6,069845166;2,790158518;0,618490839;1,693018305;8,596352042;1,287072303;3,376820782;2,639833653;-1,776434142;-2,897678395;0,358142308;0,658777609;1,859993814;-1,087382102;0,026525122;0,758004849;-1,639626127;-0,666576807;-0,138246405;-2,229460585;-0,101711922;-1,355131092;0;1,15455549;3,062836262;2,518576861;1,604816338;0,534015823;-0,175022301;0,175805289;2,429707602;0,043266045;0,72555798;0,484935542;-0,956952766;-1,323033143;-0,260024733;-0,161868882;0,230321918;-0,731980883;-0,368296008;-0,129471708;-0,912285665;-0,594590158;-0,422093049;-1,104863527;-0,410164731;-0,819399526;-0,376956321
48;3,034716162;4,503875715;3,208211191;6,507697846;2,676554888;3,216599482;0,600016535;1,466291705;2,356718444;7,288289007;9,149373154;4,478481834;7,650986789;6,901086139;6,532457243;5,846543118;8,131770833;5,171569023;6,937532818;5,434063027;9,06969041;4,517307358;6,088641938;0;5,032019777;2,555243386;-0,78164907;-0,206690316;-0,713751416;0,577509789;-0,921816255;-0,710468641;-1,73447401;-1,395455357;-1,046984936;0,88299582;1,611335107;-0,216628266;1,024938378;0,731463144;0,587199432;0,318765463;1,213094248;0,054612898;0,74572663;0,157340491;1,580151094;-0,201433813;0,413511357;-1,969291772
49;6,320046797;6,07359227;3,613921791;3,208711915;1,750964675;7,230651857;3,916557726;3,866593928;6,377497306;7,955094076;7,457486606;5,056202191;7,324817796;7,491983749;9,120346317;6,540243455;9,052733304;4,690382023;5,117359248;6,381475634;7,735408929;5,438616827;7,219097538;0;5,789157748;2,233615788;0,237681454;0,127342636;-0,973863083;-1,155277397;-1,8079175;0,645363503;-0,838371591;-0,860740612;0,26340231;0,969699596;0,746918457;-0,328147554;0,687522024;0,762362985;1,491388352;0,336264505;1,461117697;-0,491926915;-0,30076726;0,265183426;0,871345551;-0,156938773;0,640190581;-2,591832391
50;2,804325917;7,952607661;3,950983118;2,879156965;3,087522046;4,060355822;8,404291336;2,921361939;1,727554667;5,703669357;6,549328721;4,11492783;3,185629916;6,635826853;4,3750481;8,51504067;10,11729142;4,546291353;6,449797695;5,56152751;5,605821024;5,681277604;7,486691125;0;5,096513694;2,40733007;-0,952170126;1,186415607;-0,475851064;-0,921085461;-0,834531032;-0,430417866;1,374044085;-0,903553601;-1,399458707;0,252211224;0,603496399;-0,407748765;-0,793777223;0,639427546;-0,299695336;1,420049132;2,085620825;-0,228561238;0,562151413;0,193165791;0,211565226;0,242909736;0,992874829;-2,117081391
51;-4,963835672;-8,971255969;-6,541015867;-7,499200436;-5,894014091;-4,225200656;-7,835583419;-5,212177783;-7,848088761;-5,895747526;-4,469401895;-7,272227043;-7,125735774;-3,76813155;-13,03448471;-6,079792727;-9,530900494;-5,275904739;-4,846483946;-4,510522921;-4,724453064;-4,668885888;-7,206852213;0;-6,141662381;2,463952113;0,478023377;-1,14839634;-0,162078428;-0,550959594;0,100508565;0,777799907;-0,687481315;0,377233223;-0,692556633;0,099805046;0,678690335;-0,458841978;-0,399388197;0,963302338;-2,797466026;0,025109926;-1,375529214;0,351369508;0,525650814;0,662001283;0,575177297;0,597729349;-0,43230947;2,492606227
52;2,768829345;6,998136185;3,798795321;3,48978703;4,118491484;5,091255329;2,1941027;2,378204137;1,307853935;6,600244568;8,744942592;4,90855537;5,486230749;6,687985592;6,52935649;7,10140261;9,568867431;4,610756505;7,185026556;4,636744053;7,607697434;5,590791397;7,472486559;0;5,203189307;2,391075723;-1,018102413;0,750685919;-0,587348185;-0,71658219;-0,453644279;-0,04681323;-1,258465626;-1,181470391;-1,629114183;0,58427897;1,481238444;-0,123222336;0,118374102;0,620974179;0,55463203;0,79387419;1,825821776;-0,247768315;0,828847547;-0,236899755;1,005617724;0,162103645;0,949069588;-2,176087213
53;0,830422105;2,408438634;-3,009819869;2,204726272;3,351049308;3,684959759;8,905887193;6,198144806;1,034840678;-0,996539042;-1,112983867;-1,403708016;-1,015070253;0,626622427;-1,047558759;1,797214828;1,756561098;-1,443998865;-0,514771829;2,143187944;-0,071123616;0,939222952;0,766184274;0;1,084662007;2,614683586;-0,097235437;0,506285592;-1,565956928;0,428374688;0,866792186;0,994498059;2,991270235;1,955679389;-0,019054439;-0,795966693;-0,840501652;-0,951690689;-0,803054056;-0,175179736;-0,815479463;0,272519713;0,256971473;-0,967100144;-0,611712195;0,404839019;-0,442036516;-0,05562396;-0,121803546;-0,414834901
54;3,15610322;1,073662756;4,569112969;-0,263609883;-1,149822317;2,652283018;-0,683115106;-1,566616753;0,547698169;6,537091953;7,93878018;3,135773338;3,153134826;5,835962681;1,84022784;4,001832429;4,623901815;5,279262263;6,477301685;3,588601373;6,401715168;3,381756727;4,804154763;0;3,13896638;2,684402609;0,006383856;-0,769371784;0,532761585;-1,267535746;-1,597669695;-0,181300435;-1,423810822;-1,752934943;-0,965305354;1,265877764;1,788037974;-0,001189479;0,005278063;1,004691432;-0,483809148;0,321436899;0,553171655;0,797308078;1,243604553;0,16749909;1,215446885;0,090444834;0,620319909;-1,16933517
55;0,563779466;3,389456052;6,784282593;1,767154624;2,250613567;-0,287094816;-1,036255895;-3,036692375;-2,295989895;6,591315332;9,655401714;3,681995153;3,107853088;5,072763043;0,950913153;7,389447452;7,50106019;7,210289212;7,60078152;5,695346447;8,053718925;4,356224243;6,156813181;0;3,796798999;3,593662229;-0,899644799;-0,113350371;0,831320086;-0,564784403;-0,430253411;-1,136415599;-1,344882904;-1,901539693;-1,695426143;0,777623537;1,630259702;-0,031946198;-0,19171137;0,355059536;-0,791918011;0,999717899;1,030776115;0,949863954;1,058525337;0,528304367;1,184563171;0,155669957;0,656715638;-1,056526395
56;6,932635229;7,912473662;5,110588483;0,974235302;1,558873159;8,438315608;1,424160893;3,13064091;1,097865823;-0,853888851;-1,235536415;1,475238604;0,736058991;2,598749301;-0,473970583;1,064627586;2,329445739;-0,766292709;1,4271852;0,177187982;-0,728191409;1,354218745;0,358036846;0;1,835110754;2,696551574;1,89038642;2,253753634;1,214691297;-0,319250505;-0,102441057;2,44875897;-0,152398295;0,480439599;-0,273402867;-0,997199397;-1,138731111;-0,133456431;-0,407576764;0,283190781;-0,856308983;-0,285729068;0,183321168;-0,964714893;-0,151276748;-0,61483073;-0,950585254;-0,178335921;-0,547764012;-0,680539832
57;4,704504173;2,331524169;-1,94821423;0,738361323;0,456103342;8,533609387;4,615998034;6,989614979;2,348959468;-4,040350585;-5,008105591;-1,512218351;-1,289969251;0,01322701;-1,860232741;-1,618654616;-2,216986051;-4,153071112;-3,091605538;-0,36137059;-3,785787594;-0,776826719;-2,363856859;0;-0,137306164;3,513817845;1,377934358;0,702606237;-0,515367656;0,249206853;0,168878847;2,467662222;1,352746331;2,02825572;0,707568161;-1,110770277;-1,386184385;-0,391287269;-0,328037234;0,042840346;-0,490328939;-0,421578043;-0,591857626;-1,142849495;-0,840766228;-0,063766659;-1,038324008;-0,182001624;-0,633655697;0,039076062
58;-2,69753803;-4,493953923;-6,736479546;-4,768239367;-4,080434481;2,496053729;-3,225554545;4,54970504;-2,530567734;-7,364665757;-6,938503674;-5,300454958;-4,665852843;-2,969493919;-8,125822136;-5,876928722;-8,391769145;-7,337225356;-6,096189941;-4,538973946;-6,660341885;-3,850534296;-6,418507554;0;-4,417594708;3,173607095;0,54198791;-0,024060702;-0,730677985;-0,110487735;0,106238806;2,178482789;0,375610505;2,825585991;0,594600062;-0,928618749;-0,794335559;-0,278188265;-0,078225857;0,456294918;-1,168458261;-0,459834494;-1,252257862;-0,919972309;-0,528923456;-0,03824646;-0,706687094;0,178680093;-0,630485371;1,391979087
59;4,403374415;0,740090691;1,948224096;-0,382395801;-2,356880698;2,205509201;5,652724262;1,052810262;6,308221315;9,430584958;10,15580025;4,131367648;6,451284568;8,600261946;8,253026982;6,009160555;6,6092233;5,149826514;7,355096347;8,205253934;9,759716089;6,541200356;8,035043911;0;5,177438546;3,532401606;-0,219132538;-1,256184418;-0,914169681;-1,573953069;-2,132916946;-0,841333935;0,134550306;-1,167655534;0,320117273;1,204038183;1,409341932;-0,296135891;0,360617553;0,96897912;0,870679152;0,23545511;0,405328984;-0,007816787;0,616480809;0,857154912;1,297213073;0,38607213;0,808969558;-1,465699296
60;2,867873072;0,261823174;3,534532695;-1,477869498;-3,783087885;3,734090552;0,789276792;1,266138589;5,901595612;6,171478613;7,435798479;3,77723299;5,157337851;6,524558512;4,406597867;2,704248886;3,104003978;3,815048451;5,946909718;4,370386295;7,460651688;4,915615445;5,59572342;0;3,519998554;2,83033229;-0,230405979;-1,151163555;0,005135136;-1,765823776;-2,580292945;0,075642001;-0,964806066;-0,796323447;0,84145493;0,936808752;1,383512438;0,090884889;0,578497197;1,061557319;0,313249196;-0,288216925;-0,146977292;0,104245674;0,857465101;0,300455089;1,392293459;0,493092948;0,733385572;-1,243669716
61;3,837198394;8,725539443;3,237279531;8,135143835;8,535191634;5,593343993;1,339152795;3,029875428;-1,767543826;0,072291872;0,985028768;1,774745247;1,664599232;1,985381964;-0,028723648;4,247384317;6,61229681;0,786494238;2,121241149;1,530667252;1,562399166;0,852002551;1,836483552;0;2,777811404;2,852649144;0,371369536;2,084984076;0,161067171;1,8780201;2,018257395;0,986988742;-0,504323713;0,088361383;-1,593380399;-0,948423516;-0,628462368;-0,351626193;-0,390238026;-0,277787208;-0,983834643;0,515160764;1,344184024;-0,698058915;-0,230161587;-0,437188063;-0,426064397;-0,675094887;-0,329983747;-0,97376553
62;2,463849661;1,085701769;1,116177057;4,954672127;0,859949715;4,31482081;0,223287794;-0,169298571;0,467973199;5,645245436;8,086673434;4,866359304;3,794579984;5,193570971;4,200757056;4,888370465;6,25343133;5,067003962;4,573759774;5,461132447;8,424157661;4,620248528;7,584015218;0;3,915684964;2,587000816;-0,561204037;-1,093924354;-1,082144192;0,401618414;-1,181188359;0,154285164;-1,427288754;-1,579042229;-1,332706099;0,668558147;1,612287265;0,367481268;-0,046812888;0,493964284;0,110194048;0,375989638;0,90365119;0,44504006;0,254377504;0,597389639;1,742741119;0,272347639;1,417985735;-1,513600204
63;1,720903635;2,912950024;-0,950222821;10,36032471;7,709489372;5,582538866;0,61503201;2,046153538;-1,750855632;0,092588508;1,232281358;0,404950462;1,080695406;0,538090042;-0,433699721;3,217165319;4,499241331;0,191020824;0,560815835;1,989235029;1,933118296;-0,206922051;1,603161294;0;1,872835652;2,784468382;-0,054564102;0,373541455;-1,013859051;3,048154225;2,096146524;1,332284194;-0,451721287;0,062244516;-1,301394301;-0,639349024;-0,230045454;-0,52716892;-0,284485272;-0,479353839;-0,828357538;0,48279581;0,943234154;-0,603998536;-0,471192212;0,041803088;0,021649606;-0,746913743;-0,096849495;-0,672600796
64;2,011148875;4,25104474;7,442803816;0,362236951;-1,17750539;0,729495023;0,628541561;-1,123686037;1,020894664;9,788304873;13,03302415;7,016492233;6,628811685;9,954435567;6,735712479;7,824105254;9,647401363;7,677769071;11,28639011;6,813377849;12,45435115;8,032092001;10,66282887;0;5,90416962;4,517149451;-0,861831291;-0,36596639;0,340620609;-1,226865024;-1,567730952;-1,145561964;-1,167910895;-1,555816502;-1,081052334;0,859864234;1,578175487;0,246244368;0,160420211;0,896642007;0,184085753;0,425032569;0,828671219;0,392636877;1,191508173;0,2012792;1,450069696;0,471076373;1,053465091;-1,307056515
65;3,554141362;-2,043690774;-1,432576864;-2,251892029;-2,520823635;5,410637655;-2,832356401;-0,316187527;-0,480024902;-2,473094955;-2,049358291;-1,788304888;-1,570990202;1,156016089;-4,322672662;-2,067426174;-3,176051921;-2,574037636;-2,166840889;-0,828309222;-2,230120019;-1,245211951;-2,673122042;0;-1,288429078;2,127613162;2,276057757;-0,354980741;-0,067750937;-0,452837465;-0,579238077;3,148630049;-0,725661671;0,456963497;0,379958251;-0,556805108;-0,357644532;-0,234946756;-0,132806625;1,148914291;-1,426125594;-0,366136622;-0,88720209;-0,604249203;-0,412862557;0,21626105;-0,442604397;0,020312493;-0,65081989;0,605574877
66;1,161620578;0,472514637;0,125607429;5,467753715;2,823613673;3,54992243;-1,405074792;0,96140579;0,331050384;3,081419841;5,670335153;2,159673246;5,154074989;3,833544507;2,278009779;3,56045594;3,575819781;2,348727697;4,304694605;2,623531816;6,522070792;2,224987117;3,869043944;0;2,695616794;2,00312562;-0,765801306;-1,109816646;-1,282999598;1,383905679;0,063898578;0,426486301;-2,047146492;-0,865752495;-1,180438404;0,192600525;1,485038347;-0,267553639;1,227311043;0,568076062;-0,208477696;0,431744838;0,439414772;-0,17317391;0,803283526;-0,035986249;1,910241654;-0,23494766;0,585798084;-1,345705315
67;1,549577949;2,988200152;-1,792471131;10,0040364;5,488535059;4,540874771;7,555868361;3,401039919;0,212137136;1,083260216;1,202734609;-0,024877794;0,561493345;0,943741299;0,682120789;2,868329448;4,022772207;0,390479983;1,753770019;3,078874827;2,93404859;1,473749202;2,787789314;0;2,404420195;2,598353998;-0,328993758;0,224672988;-1,615211526;2,924780924;1,186949456;0,822233836;1,982581346;0,383558101;-0,843719932;-0,508460348;-0,462479549;-0,934937268;-0,70926704;-0,562155463;-0,662842479;0,178539665;0,622837386;-0,775083077;-0,250408596;0,259569956;0,203832271;-0,358177136;0,147543068;-0,925362825
68;4,296809106;7,234156832;1,644208138;2,744875569;2,609878644;9,617110183;2,675900913;6,365124689;0,90904701;-1,906839103;-2,510657113;0,895652415;0,210332302;1,720855393;-0,172709894;0,75940849;2,043940366;-2,435303082;-0,626344599;0,165896805;-1,808571393;0,987761928;0,092307285;0;1,479701704;2,988557395;0,942631186;1,925495939;0,055045433;0,423339323;0,378168056;2,722855011;0,400259741;1,63470944;-0,19094654;-1,133169071;-1,335212374;-0,1954285;-0,42474319;0,08069234;-0,552912787;-0,241017025;0,188799674;-1,309998192;-0,704703314;-0,439611734;-1,100287751;-0,164607772;-0,464235494;-0,495122398
69;0,013274448;1,062746943;0,706625697;0,742053355;-2,22743317;1,754653513;7,317240612;1,056020073;2,01079783;7,289034815;9,898878264;3,8895105;3,418918798;6,232427785;5,295559494;5,507411821;5,847940789;4,457896627;7,185573418;7,338318238;9,497953365;7,36289893;9,902148152;0;4,398352096;3,500383119;-1,252742199;-0,952925734;-1,054663525;-1,044542445;-1,892874306;-0,75525978;0,833876869;-0,954847486;-0,682083699;0,825818952;1,571406895;-0,145367401;-0,279807457;0,523964271;0,256316914;0,316839525;0,414122867;0,017010861;0,796261788;0,839898389;1,456869462;0,846920675;1,572341046;-1,256534484
70;7,873195817;11,27550478;5,725563831;4,532401175;3,850900579;9,194296826;4,53975006;5,862967891;4,986607031;4,324158276;4,710611037;5,658890562;6,156553972;6,565706407;8,334504928;5,669366349;8,714538184;2,742214888;4,726486121;4,331205785;4,859102268;5,182687583;5,998586879;0;5,658991718;2,280614532;0,970880466;2,46271914;0,029190427;-0,493985515;-0,792808742;1,5501546;-0,490763188;0,089439127;-0,294826099;-0,585295508;-0,415844356;-4,43544E-05;0,218170255;0,397574722;1,173154504;0,004549051;1,339790843;-1,278943368;-0,408883476;-0,582205329;-0,350734172;-0,208849031;0,148905112;-2,48134511
71;6,655204988;2,374436512;-0,609395961;0,414291687;0,789551509;9,426642718;-0,429181341;5,510071294;2,024445633;-4,705691412;-5,586421962;-1,268625015;-0,498599367;-0,065221653;-2,898787383;-2,440947505;-2,589994093;-4,177166193;-3,845376587;-1,76084353;-4,928528346;-2,104757209;-3,827723095;0;-0,605942346;3,734564751;1,94430886;0,798052533;-0,00092477;0,273186864;0,373669744;2,686413473;0,047331086;1,637677761;0,704335888;-1,097784973;-1,333617154;-0,177445757;0,028743103;0,144788143;-0,613952412;-0,491357168;-0,531267197;-0,956262399;-0,867419487;-0,309246528;-1,157453756;-0,401335889;-0,862692432;0,162252468
72;10,24276479;6,355682317;3,359932;0,44299086;1,767576263;7,901497416;1,164279571;3,357571695;3,203671176;-1,666821329;-3,105826029;0,258992421;1,280840264;1,867612548;-0,823240495;0,032868421;0,581859969;-1,857634771;-0,397089612;-0,037517996;-2,121958591;-0,290121597;-2,116278303;0;1,225068791;3,233912867;2,788478346;1,586503328;0,660148649;-0,241836427;0,167755748;2,064504796;-0,018797421;0,659418788;0,611829219;-0,894238725;-1,33921197;-0,298732962;0,017245818;0,198689261;-0,633384192;-0,368655687;-0,198894914;-0,953242617;-0,501608568;-0,390420781;-1,034977602;-0,468531606;-1,033221126;-0,378819357
73;6,514602887;1,537178045;4,527777621;-3,088233607;-2,660032764;3,933613555;0,283796069;0,88294804;3,465461055;1,940804667;2,235063052;1,695001383;2,190725172;4,218181276;0,49943133;1,323704099;1,15417594;0,843835528;2,712643191;2,130276714;1,624260564;3,935230006;0,850338333;0;1,78128259;2,117479908;2,235355471;-0,11528069;1,297058367;-2,299675278;-2,097453363;1,016458743;-0,707202234;-0,424247024;0,795369278;0,075335816;0,214302134;-0,04074712;0,193363149;1,150848552;-0,605366434;-0,216095789;-0,296157072;-0,442718279;0,439843891;0,16481579;-0,074155143;1,017222127;-0,439647268;-0,841227623
74;3,217467024;5,980636012;3,788576499;1,972618552;0,824577239;8,7530166;0,261188018;4,78305917;0,59913093;0,432150975;1,382992883;4,881907443;2,196491727;4,154353866;1,88893139;2,390991952;3,698190234;0,099141447;2,470881115;1,242909054;1,426118542;3,179463839;3,297057734;0;2,621743844;2,102278354;0,283370268;1,597739025;0,555032426;-0,308772285;-0,854866151;2,916489505;-1,122855982;1,028082376;-0,962105189;-1,041533279;-0,589242123;1,07510197;-0,202281547;0,729023356;-0,348580126;-0,109762768;0,512037994;-1,199937388;-0,071761538;-0,655876415;-0,568728351;0,265293125;0,321229532;-1,247096436
75;6,069005831;3,739289517;1,436328644;3,238371719;1,048348719;10,17987994;3,488299295;5,965268722;8,338927622;3,168633448;3,746364149;3,736713005;5,758205495;5,378464637;8,083208978;3,444500287;4,266072881;1,431674995;1,754265316;4,244799701;3,270412344;3,068810121;4,062716159;0;4,12160673;2,404443654;0,809916713;-0,159004439;-1,116798093;-0,36733446;-1,278157634;2,51961538;-0,263390425;0,766772799;1,753969525;-0,396338372;-0,156062123;-0,160076001;0,680655902;0,522722961;1,647617003;-0,281606284;0,060082985;-1,11873353;-0,984569304;0,051235541;-0,354008872;-0,437854556;-0,02449239;-1,714162328
76;1,335329349;5,408174294;4,512736034;-0,808153454;-1,730860453;3,56499157;1,455153112;0,796321765;-0,308108706;6,243661206;6,535535852;3,934335534;2,106712692;5,489827454;2,009710668;3,833764033;5,456261637;3,262129911;5,27336487;3,221307859;5,959855403;7,177771098;6,976388165;0;3,404425412;2,614629706;-0,791353383;0,766360482;0,423888178;-1,611156967;-1,964058564;0,061410668;-0,745525187;-0,997504022;-1,419908184;1,085903594;1,197534945;0,202671193;-0,496327536;0,797589822;-0,533427254;0,164206281;0,784752128;-0,054422812;0,71480082;-0,07003575;0,977358279;1,44316638;1,366144791;-1,302067901
77;3,567333988;1,852699567;-2,214341015;0,446128892;-0,302405818;8,583886122;4,66578616;8,024265036;5,655575884;-2,015802712;-2,657434406;-0,391351407;0,960940304;1,174448268;0,72220107;-0,550860684;-0,934259444;-2,785756854;-2,134056485;0,498599583;-2,11046196;0,22919912;-0,573569648;0;0,821281815;3,160001838;0,869003347;0,326397833;-0,960639577;-0,11871921;-0,355597145;2,456518921;1,216614591;2,279423744;1,529839005;-0,897811037;-1,100858923;-0,383744467;0,044195699;0,111761471;-0,031354648;-0,434222057;-0,555550708;-1,141467269;-0,935233095;-0,102114571;-0,927766478;-0,187367832;-0,441408434;-0,259899157
78;8,237519714;9,899690519;4,305796139;0,931821246;2,308837585;6,340343007;2,831059531;6,764166371;3,458451624;-0,973193679;-1,81420549;1,305239352;2,193111324;2,854631535;0,64868886;1,749552281;2,602386579;-1,001317194;1,319854028;0,08657443;-0,637707792;1,192829558;-0,24672007;0;2,264892061;3,001542753;1,9898526;2,543624758;0,679951693;-0,444128545;0,014640979;1,357785406;0,188625489;1,498987248;0,397648696;-1,078807135;-1,359000316;-0,31971982;-0,023914614;0,196478785;-0,538457498;-0,171691634;0,11244035;-1,088176822;-0,314850765;-0,725732668;-0,967035985;-0,357170492;-0,836773732;-0,754575979
79;3,152025141;2,040007856;0,369741365;-0,525482389;-1,543903989;4,432895278;8,070263813;4,187045477;2,277320719;1,273847066;0,795219624;0,158399951;0,352797448;3,190333617;0,082375108;0,978055805;1,3399647;0,19842324;4,167511897;2,336782551;2,025483121;2,582492512;2,562963889;0;1,854356825;2,058003825;0,630547086;0,090209274;-0,721386152;-1,156382309;-1,651241253;1,252931808;3,020357354;1,133471485;0,205521432;-0,282074189;-0,51464297;-0,824078582;-0,729619332;0,649161472;-0,861019642;-0,425801453;-0,249947118;-0,804630956;1,123979968;0,234414397;0,083151593;0,35380677;0,344317661;-0,901046345
80;-3,291919097;-4,160011496;-5,426237926;-5,011572718;-4,359125127;-1,199080506;4,210775414;0,03495133;-3,771042279;-3,981697834;-3,945836738;-5,501954436;-6,275664862;-2,070713125;-8,438253565;-3,283221637;-5,270839258;-4,099731695;-3,010768682;-1,100704099;-3,140439057;-1,210723912;-3,176892457;0;-3,228362657;2,541790961;-0,02500459;-0,366532438;-0,864695525;-0,701556536;-0,444868397;0,79836705;2,926730869;1,28386403;-0,213502853;-0,296379674;-0,282271081;-0,89448417;-1,198879944;0,455446396;-2,049692909;-0,021582806;-0,803558055;-0,342816955;0,085606558;0,837070628;0,0345912;0,793786262;0,02024958;1,270113359
81;4,894124587;2,242471762;-0,102174057;-1,007446811;-1,303091399;4,184584865;9,208672338;4,664854619;5,068945848;1,040019447;0,101239262;-0,561390058;0,716414622;2,760593319;0,680902324;1,26531427;0,681714846;-0,096630569;1,570933472;2,938287166;1,221976314;2,151186864;1,191535228;0;1,813043261;2,407423961;1,279824982;0,178376766;-0,795546339;-1,171580128;-1,294385497;0,985095124;3,072009416;1,184590419;1,352442544;-0,321099992;-0,711052157;-0,986296289;-0,455519533;0,39359501;-0,470270694;-0,227516632;-0,469933187;-0,793243675;-0,10056799;0,467405793;-0,245518428;0,140458685;-0,2581631;-0,753105099
82;6,310562583;8,324385451;5,640987319;1,732319036;0,884860909;4,10610279;2,597669816;2,112685457;2,604491848;5,65639412;6,462470736;5,885786655;5,274117952;6,900205036;5,600540212;5,615228369;7,69615608;3,722633876;7,049989908;4,803325292;8,312177226;6,268150358;6,483776484;0;5,00187573;2,304428935;0,567900721;1,441793093;0,277340551;-1,418814286;-1,786566189;-0,388717971;-1,043297919;-1,253755422;-1,040337519;0,284026285;0,633820806;0,383570486;0,118138693;0,823774288;0,25978865;0,266162532;1,169174848;-0,555123152;0,888772983;-0,086160365;1,43649537;0,549496063;0,643066372;-2,170548917
83;4,805631063;1,818558968;0,067736086;-0,144131236;-1,772567031;5,209239446;6,466249361;8,192314324;11,23233484;3,668434089;3,716376943;2,028854925;7,051281548;5,24087786;6,917654412;2,923591296;2,15113249;1,43920344;2,652433663;3,965074347;3,365294307;3,206493536;3,116537832;0;3,638275271;2,947782678;0,396011484;-0,617316981;-1,211262693;-1,283136147;-1,835563504;0,532930798;0,95935637;1,544903255;2,576193836;0,010231018;0,026495057;-0,545976594;1,157821539;0,543663751;1,112490132;-0,242447987;-0,504495393;-0,746008805;-0,334434969;0,110862676;-0,092605525;-0,146476787;-0,176993183;-1,23424135
84;1,746938052;4,445356372;5,487761476;-2,141054247;-2,390091232;1,991727903;0,258262779;2,373991543;0,273353379;2,904280643;3,917080508;2,470448883;2,276247895;5,786213949;0,613337729;2,254551321;2,499089464;1,855228976;6,576530188;1,413672489;4,132765339;4,004654133;3,012803222;0;2,323464615;2,231576408;-0,258349461;0,950848803;1,41796483;-2,000612144;-2,112209033;-0,148655771;-0,925445272;0,022641809;-0,918682967;0,260271629;0,714121142;0,065865667;-0,02115846;1,551705477;-0,766331316;-0,030880992;0,078699904;-0,209822813;1,905857025;-0,407690332;0,810772473;0,753364085;0,308902085;-1,041176366
85;5,54784166;1,691080364;-0,426467367;2,572102558;3,803660393;8,652124253;0,436369796;3,390522738;4,226801409;-1,746260931;-1,828075137;-0,541652977;1,489741181;0,931818937;-0,762202377;0,184305208;0,328849143;-1,635545142;-2,154690707;0,459388795;-2,051071703;-1,343558767;-1,705210145;0;0,813327966;2,721753792;1,739508441;0,32249515;-0,455513403;0,646191657;1,09867852;2,880053409;-0,138498262;0,946887547;1,254144829;-0,94041897;-0,97047834;-0,497833767;0,248521088;0,043534787;-0,578865857;-0,231109353;-0,178002442;-0,899740864;-1,09048022;-0,130040848;-1,052409545;-0,792462103;-0,925336494;-0,298824959
86;4,161402032;1,496446826;4,378034166;-0,473849795;-1,566667913;4,001674498;-1,597317637;2,137343262;2,223469729;3,052205512;4,649349159;2,852503961;5,093772762;4,642210554;2,427870673;1,953417576;2,263734515;1,718781462;5,325664246;2,102195456;5,314265564;2,914910756;2,075729316;0;2,547797778;1,998616068;0,807360793;-0,526039478;0,915751863;-1,511869949;-2,058657366;0,727441725;-2,07399284;-0,205369367;-0,162276315;0,252378504;1,051503295;0,152458587;1,273868966;1,047931521;-0,060005074;-0,297395889;-0,142129981;-0,414795183;1,389894994;-0,222955439;1,384191706;0,183683592;-0,236197672;-1,274780994
