"ID","A1B1","A2B1","A3B1","A4B1","A5B1","A6B1","A7B1"
1,0.775460257629954,0.362205157618992,1.25218859703704,0.951754923361754,1.13995550000688,-0.438659511055131,-2.31180209679643
2,-2.18281410893938,0.680962357511177,1.88629470886779,0.789078468468174,1.05283521158087,-1.46329917708935,-2.27915580595661
3,-1.88095917640642,-2.1369441446342,1.29052159636204,0.419921569716474,0.467228984085711,-1.51703445472447,-2.27182258775283
4,-0.710479648011758,-0.0405691716203587,3.47891863978393,2.7182967811275,0.0664233884577624,-1.38170622917098,-2.16190023730114
5,0.925651904575535,1.02497694434148,2.61431145693005,1.71946983462137,0.575067937146085,-2.22663905826365,-2.88830739841215
6,-1.30624731793325,-0.124402156921662,3.58474013413045,1.66961075527133,1.49733734543797,-0.642575589999441,-2.39841937253955
7,-0.847056507007613,-2.03399092165074,1.30731972438226,0.301101635040301,0.689131709690203,-0.685345243810157,-2.01869961562472
8,0.19853383824682,1.35223296718219,2.60316290416816,2.04153101577108,0.467320231231822,-2.07691863215295,-2.70496772268894
9,-2.085989111862,-0.493985808711918,2.68064120411727,1.0500721149676,1.12109697612964,-1.31783245983681,-2.10323432125653
10,-1.37344551982442,-0.895389583951657,2.08745309690432,0.0667240557943823,0.787734535432858,-0.446595175186761,-2.46096048447767
11,-0.879876832959032,-1.88978520550468,2.31347463761046,0.194441928539079,0.795931835255258,-0.981012831194311,-3.49471563364598
12,-0.831261447609016,0.138596335497336,2.22005876485043,2.41977572196801,0.355557598416679,-0.352795379105119,-2.40420385338468
13,0.66637354802445,1.62645801164936,3.15922891376394,1.4614645204672,1.14251848594142,-1.70500738021859,-2.90116716590288
14,0.533228748801948,1.87500051427638,2.50020184104571,0.486990154679703,0.5253885248548,-1.70079143971126,-3.19981054391691
15,-1.20308176232747,0.519067569500909,1.79473396425094,1.19825795044286,-0.159724838230265,-0.770375939975273,-1.83565372084058
16,-0.765024111699698,-2.31307133587122,2.74368043088368,1.13209224462736,-0.570472065057488,-1.24376798127221,-1.77988153864773
17,-1.06934816418208,-1.08787428435546,2.12985826690655,1.81134789276692,1.16018337348487,-2.44988735298739,-2.52891135117452
18,0.50715838593602,1.91239547446963,1.75552214535039,0.311945793909323,0.274238754147989,-2.74696377609711,-2.83331706427492
19,-2.4225612611974,-0.646699781842049,1.23190747822714,1.32339201061575,-0.147416094620604,-1.4397944207626,-1.77024288855006
20,-1.07527571034512,-0.642439091439133,3.42492671990772,2.26204773786049,1.16489843942493,-0.831292318942515,-0.313992385027766
21,-1.67193330684311,-1.33422299654145,2.57974113462904,0.820179440643949,0.721236449788904,-0.11156821993951,-2.46277345183704
22,-2.46572429644605,-0.39341260464274,2.23956504106046,1.02535803021113,0.612370632700982,-1.28423448891712,-3.03240559425767
23,0.104107236075401,1.06015668070295,2.67559653113028,1.55726681921662,1.42458819540844,-1.89416788813585,-3.21640002655905
24,-1.35346342471046,-0.98732624482165,0.529033450736604,1.3868860706283,0.560008147209081,-0.890409060485105,-1.45937867164094
25,-0.091063017927426,-0.863108456745543,1.98008788891923,0.467980583484804,1.3008636983249,-1.08097408914547,-3.82008908632995
26,-1.20354921563456,-0.12497482398332,3.34144272232576,2.03732018263373,0.338325166908803,-1.27331430117822,-2.59794198585036
27,-1.44408813157911,-1.46418004944496,2.77266319049098,1.15239080718821,1.75141698645937,-0.84121686796367,-2.16180514077721
28,-0.758593074325193,0.231856051689574,1.68962497177078,0.924277824784321,0.42083097174904,-0.894152200536137,-2.00294092030374
29,-0.675947016806574,-2.12190422202753,2.24935961031341,0.953629294862332,0.301992086652745,-0.572445233546872,-3.00210442320275
30,-0.982237963637979,1.29561025301104,2.8278020799673,1.33131530309063,0.814614222763874,-1.79968020440442,-2.51602027036545
31,0.448529047240268,1.34356554683801,1.62210673304141,0.114874890123279,1.26853903202785,-1.74952146031448,-3.56920152269476
32,-1.22148017528883,-0.666097503666505,3.06100475067799,2.21182997903019,1.34861810670974,-1.36688407361245,-1.95523002923793
33,-1.09636942570866,-2.72093178037583,3.05508335576364,1.19492800871819,0.238361971808949,-1.50529975456688,-1.73679894494534
34,-0.290898563785263,-1.62267543356017,3.19118154439168,1.45950797366904,0.534090483934414,-1.24539386885701,-3.13185398191523
35,0.763482576526001,0.758725065725977,3.73542894226414,2.43904430117295,0.27107768910504,-1.78410570450014,-2.44216235972705
36,-2.25168610666843,-0.78932256530261,2.60345234562126,0.46423163292083,1.40502229551698,-0.996699215958515,-1.90423787715893
37,0.130434013521098,-0.709588636525792,3.35540479042322,2.53086554443042,-0.188549156454661,-0.919075595627411,-1.384579494218
38,-2.12475313725003,-1.65974326548251,2.51834064747364,1.12230535848018,0.736730130575677,-1.18190380453144,-2.80290799794845
39,-1.06300750166709,-0.204999540775483,2.74569519191457,1.42625030873961,0.728890787779992,-0.556362617172209,-2.09467287447304
40,-0.462677796866749,0.0541393564284839,1.82635482198255,0.31288978798487,0.552202518268095,-1.9723364066186,-3.79249457249735
41,-1.30876858307079,-0.95707842219038,0.730081719037193,-0.669874785965999,1.5087762212597,-1.04274834009284,-3.10831611388065
42,-1.61837663955295,-1.39251330573851,0.371822360881424,0.0277626012131308,1.09105872369089,-1.77021686212894,-2.99954973399986
